dataset,instance,n,m,constructive,local_search,best_method_of,best_global_of,relative_dev,is_best,avg_time_per_iter,avg_of,std_of,iters,alpha_teua,beta
Geo,Geo 500 2.txt,500,50,CGR2,FLS,13.254054104589134,13.37631239742628,0.009139910104123355,0,1.4272290100029204,12.396026785624919,0.3523763117967801,100,,0.9
Geo,Geo 500 3.txt,500,50,CGR,BLS,162.411325318363,164.12983375422462,0.010470420864710032,0,0.03459034000057727,159.17182700560153,1.2693069785041715,100,0.1,
Geo,Geo 500 3.txt,500,50,CGR,FLS,164.12983375422462,164.12983375422462,0.0,1,1.1455202869983623,161.9671367603818,0.8695109404819321,100,0.1,
Geo,Geo 500 3.txt,500,50,CGR2,BLS,162.38195595498476,164.12983375422462,0.010649360687571338,0,0.01965791100228671,159.53815761566662,1.074154344315227,100,,0.9
Geo,Geo 500 3.txt,500,50,CGR2,FLS,163.77191015352687,164.12983375422462,0.00218073455940811,0,0.7682354449987179,161.8905999045356,0.8761143000520982,100,,0.9
Geo,Geo 500 4.txt,500,50,CGR,BLS,128.77420911528085,131.03635966034628,0.017263533197419766,0,0.03813361699867528,125.75991456686045,1.1321827553007002,100,0.1,
Geo,Geo 500 4.txt,500,50,CGR,FLS,131.03635966034628,131.03635966034628,0.0,1,0.912459909999161,129.43219720253649,0.6601187363040634,100,0.1,
Geo,Geo 500 4.txt,500,50,CGR2,BLS,128.41021512850628,131.03635966034628,0.020041342255287878,0,0.022154324995935896,125.9893425999366,1.1491183800835116,100,,0.9
Geo,Geo 500 4.txt,500,50,CGR2,FLS,131.03635966034628,131.03635966034628,0.0,1,0.8602501439995831,129.30058657334655,0.9468991941160837,100,,0.9
Geo,Geo 500 5.txt,500,50,CGR,BLS,25.821392620994512,27.856448100085778,0.0730550956022638,0,0.030434054004726933,24.49238440385391,0.5430699170999914,100,0.1,
Geo,Geo 500 5.txt,500,50,CGR,FLS,27.426932654626203,27.856448100085778,0.015418887717355922,0,0.9105057789990678,26.4262737820941,0.5321456031522274,100,0.1,
Geo,Geo 500 5.txt,500,50,CGR2,BLS,25.435952142458824,27.856448100085778,0.0868917655592818,0,0.020051552999066188,24.215014254642472,0.5239296255909787,100,,0.9
Geo,Geo 500 5.txt,500,50,CGR2,FLS,27.856448100085778,27.856448100085778,0.0,1,1.1319601069996132,26.525470451852286,0.547558997282617,100,,0.9
Geo,Geo 500 6.txt,500,50,CGR,BLS,25.63858595759193,27.49980218227769,0.06768107684371734,0,0.05599239600182045,24.45928289272898,0.5429749397872005,100,0.1,
Geo,Geo 500 6.txt,500,50,CGR,FLS,27.49980218227769,27.49980218227769,0.0,1,1.3071656429994618,26.507574188472596,0.49018122888662596,100,0.1,
Geo,Geo 500 6.txt,500,50,CGR2,BLS,25.635012143549705,27.49980218227769,0.06781103465281484,0,0.02628326500125695,24.4056466219797,0.5273934613910086,100,,0.9
Geo,Geo 500 6.txt,500,50,CGR2,FLS,27.421366553646333,27.49980218227769,0.002852225194619962,0,1.124866144003463,26.410010212057077,0.5595506561704274,100,,0.9
Geo,Geo 500 7.txt,500,50,CGR,BLS,128.26900719939155,132.0144678052656,0.028371591903085823,0,0.10152340199798346,126.11719404452916,1.2201680060337394,100,0.1,
Geo,Geo 500 7.txt,500,50,CGR,FLS,132.0144678052656,132.0144678052656,0.0,1,0.9566450060001808,129.45792065797562,0.9229156691207204,100,0.1,
Geo,Geo 500 7.txt,500,50,CGR2,BLS,129.77726484760322,132.0144678052656,0.016946649824491098,0,0.021341976998955944,126.42214767318461,1.21853014309417,100,,0.9
Geo,Geo 500 7.txt,500,50,CGR2,FLS,130.4731193008019,132.0144678052656,0.011675602909957975,0,0.7394048129982548,129.179428186366,0.8750094438014855,100,,0.9
Geo,Geo 500 8.txt,500,50,CGR,BLS,109.94195799162893,112.7545734770382,0.024944580061597714,0,0.07964507800177671,106.67668110158374,1.0909343057749552,100,0.1,
Geo,Geo 500 8.txt,500,50,CGR,FLS,112.7545734770382,112.7545734770382,0.0,1,1.0663156140001957,110.33144383370595,1.1316288919346014,100,0.1,
Geo,Geo 500 8.txt,500,50,CGR2,BLS,111.09069311913318,112.7545734770382,0.01475665515460327,0,0.023094165000948123,106.81753077733072,1.024958543329432,100,,0.9
Geo,Geo 500 8.txt,500,50,CGR2,FLS,112.67615058920862,112.7545734770382,0.0006955184646728279,0,1.38434396199591,110.16160503425077,1.2149935389600097,100,,0.9
Geo,Geo 500 9.txt,500,50,CGR,BLS,165.53240032141258,168.28137266962855,0.016335571219832975,0,0.03499778600235004,162.51236534428938,1.3461641469393046,100,0.1,
Geo,Geo 500 9.txt,500,50,CGR,FLS,168.28137266962855,168.28137266962855,0.0,1,0.8510599379992345,166.6738208179737,0.7970223354526771,100,0.1,
Geo,Geo 500 9.txt,500,50,CGR2,BLS,166.69986145941942,168.28137266962855,0.009398017053937191,0,0.021033493002178147,162.89288447707858,1.4667886970235369,100,,0.9
Geo,Geo 500 9.txt,500,50,CGR2,FLS,168.12088985396983,168.28137266962855,0.0009536576337167503,0,0.8434473050048109,166.54176495257963,0.9461503904814371,100,,0.9
Geo,Geo 500 10.txt,500,50,CGR,BLS,156.7497159357045,159.33990761410894,0.016255762396181317,0,0.03300745000073221,154.1562686876935,1.1322603432731582,100,0.1,
Geo,Geo 500 10.txt,500,50,CGR,FLS,159.19404919640712,159.33990761410894,0.0009153916296666758,0,0.8417379069968592,157.3108605665312,0.9325896326186798,100,0.1,
Geo,Geo 500 10.txt,500,50,CGR2,BLS,156.85993468671228,159.33990761410894,0.015564041454088724,0,0.018094285001861863,154.15952128092474,1.166825363496684,100,,0.9
Geo,Geo 500 10.txt,500,50,CGR2,FLS,159.33990761410894,159.33990761410894,0.0,1,0.7871640620031394,157.1342580006492,1.0386371672027723,100,,0.9
Geo,Geo 500 11.txt,500,150,CGR,BLS,91.93055572195256,93.36030253724635,0.015314290725690346,0,0.146248687999323,90.59319659248803,0.5668620265647653,100,0.1,
Geo,Geo 500 11.txt,500,150,CGR,FLS,92.95331225397334,93.36030253724635,0.00435935051849953,0,4.878816409000429,92.20955929632265,0.45620655594235593,100,0.1,
Geo,Geo 500 11.txt,500,150,CGR2,BLS,91.90083088457206,93.36030253724635,0.0156326791260347,0,0.0399642210023012,90.48616987238367,0.495969040858426,100,,0.9
Geo,Geo 500 11.txt,500,150,CGR2,FLS,93.36030253724635,93.36030253724635,0.0,1,5.154986880998476,92.22828998873565,0.4265506049192427,100,,0.9
Geo,Geo 500 12.txt,500,150,CGR,BLS,68.78665202791393,71.03421539940817,0.031640574318400415,0,0.10213408299488946,67.37684554546311,0.5096765639701895,100,0.1,
Geo,Geo 500 12.txt,500,150,CGR,FLS,71.02497511132272,71.03421539940817,0.00013008221507754882,0,5.168431350996834,69.72999598472967,0.562672755459818,100,0.1,
Geo,Geo 500 12.txt,500,150,CGR2,BLS,69.08210846343067,71.03421539940817,0.02748122049355051,0,0.04059035000333097,67.47494540766601,0.5468844955393454,100,,0.9
Geo,Geo 500 12.txt,500,150,CGR2,FLS,71.03421539940817,71.03421539940817,0.0,1,5.271158128001262,69.92037642434907,0.5163753832231006,100,,0.9
Geo,Geo 500 13.txt,500,150,CGR,BLS,131.82264095763267,133.80190908138158,0.014792525288597116,0,0.10192182100203354,130.89811276971682,0.49751272837723587,100,0.1,
Geo,Geo 500 13.txt,500,150,CGR,FLS,133.80190908138158,133.80190908138158,0.0,1,5.10395602900011,132.86637727949858,0.5085255600286964,100,0.1,
Geo,Geo 500 13.txt,500,150,CGR2,BLS,132.40802747065194,133.80190908138158,0.010417501665703764,0,0.03784689899883233,130.93772144077556,0.44925153078065055,100,,0.9
Geo,Geo 500 13.txt,500,150,CGR2,FLS,133.80190908138158,133.80190908138158,0.0,1,5.187776186999981,132.75243228753305,0.4865443128957847,100,,0.9
Geo,Geo 500 14.txt,500,150,CGR,BLS,108.82844601381616,110.78001446940605,0.017616611307889427,0,0.12887616299733054,107.74677473946824,0.45090803663946777,100,0.1,
Geo,Geo 500 14.txt,500,150,CGR,FLS,110.78001446940605,110.78001446940605,0.0,1,7.762997063999064,109.64071521244261,0.5614477839801869,100,0.1,
Geo,Geo 500 14.txt,500,150,CGR2,BLS,108.82929608476068,110.78001446940605,0.017608937803344455,0,0.06858146700018551,107.82715436097135,0.485417097517239,100,,0.9
Geo,Geo 500 14.txt,500,150,CGR2,FLS,110.75800097834744,110.78001446940605,0.00019871356005910992,0,4.908187888998655,109.65111764162857,0.6512625407454229,100,,0.9
Geo,Geo 500 15.txt,500,150,CGR,BLS,34.293944051154774,35.34802589666051,0.029820105048789125,0,0.08162278500094544,33.41134537893694,0.3911436922297557,100,0.1,
Geo,Geo 500 15.txt,500,150,CGR,FLS,35.283967203972246,35.34802589666051,0.00181222829460231,0,4.935223639003234,34.780204636869854,0.2722965779446436,100,0.1,
Geo,Geo 500 15.txt,500,150,CGR2,BLS,34.12691881764971,35.34802589666051,0.03454526944674902,0,0.0418976190011017,33.38279575655844,0.3924901106882991,100,,0.9
Geo,Geo 500 15.txt,500,150,CGR2,FLS,35.34802589666051,35.34802589666051,0.0,1,5.038186567996163,34.745773331650746,0.29970551567498627,100,,0.9
Geo,Geo 500 16.txt,500,150,CGR,BLS,130.6963574276529,132.10299965011043,0.010648071778711837,0,0.09951930799637922,129.39612070971256,0.6556321123357097,100,0.1,
Geo,Geo 500 16.txt,500,150,CGR,FLS,132.10299965011043,132.10299965011043,0.0,1,4.507878800000181,131.11374097399542,0.41664978185879764,100,0.1,
Geo,Geo 500 16.txt,500,150,CGR2,BLS,130.6882178944748,132.10299965011043,0.01070968683060065,0,0.03876466400222853,129.30691200034522,0.5565446019553488,100,,0.9
Geo,Geo 500 16.txt,500,150,CGR2,FLS,131.97179398287253,132.10299965011043,0.0009932073275052047,0,4.062041683000279,131.02729730036407,0.3745636269733035,100,,0.9
Geo,Geo 500 17.txt,500,150,CGR,BLS,127.39465980568127,128.51528670338877,0.008719794558711795,0,0.09634103100048379,125.51896698193671,0.665468951789921,100,0.1,
Geo,Geo 500 17.txt,500,150,CGR,FLS,128.51528670338877,128.51528670338877,0.0,1,4.85477879899845,127.79439329900968,0.41681815847817294,100,0.1,
Geo,Geo 500 17.txt,500,150,CGR2,BLS,127.87340409424873,128.51528670338877,0.0049946012307586045,0,0.03765460000257008,125.64661936346454,0.8052576320682322,100,,0.9
Geo,Geo 500 17.txt,500,150,CGR2,FLS,128.3388626143567,128.51528670338877,0.0013727867988127952,0,4.082289785998292,127.63365236472521,0.5933825364708519,100,,0.9
Geo,Geo 500 18.txt,500,150,CGR,BLS,70.12016056171181,72.24899406310271,0.029465233793173153,0,0.09404443200095557,68.7993034134143,0.4610857004330164,100,0.1,
Geo,Geo 500 18.txt,500,150,CGR,FLS,72.24899406310271,72.24899406310271,0.0,1,5.064767910999362,71.0527697094572,0.4202748500658305,100,0.1,
Geo,Geo 500 18.txt,500,150,CGR2,BLS,70.12016056171181,72.24899406310271,0.029465233793173153,0,0.03935349799750838,68.87687719823423,0.4218151527667405,100,,0.9
Geo,Geo 500 18.txt,500,150,CGR2,FLS,71.52977900606355,72.24899406310271,0.0099546722603639,0,4.4730689840012925,70.89272478262204,0.4090029805989204,100,,0.9
Geo,Geo 500 19.txt,500,150,CGR,BLS,121.40032628103137,123.5247294430936,0.017198201296534103,0,0.09678867299691774,120.07353325704037,0.4500297299868142,100,0.1,
Geo,Geo 500 19.txt,500,150,CGR,FLS,123.45807555900646,123.5247294430936,0.0005395995149121294,0,4.892446871999418,122.56077412808968,0.7033419514118601,100,0.1,
Geo,Geo 500 19.txt,500,150,CGR2,BLS,121.0450513817505,123.5247294430936,0.020074345214295464,0,0.03819035599881317,120.1501385139898,0.3882123959264188,100,,0.9
Geo,Geo 500 19.txt,500,150,CGR2,FLS,123.5247294430936,123.5247294430936,0.0,1,4.851685295996139,122.4518337216472,0.7025056663367673,100,,0.9
Geo,Geo 500 20.txt,500,150,CGR,BLS,120.45820405226749,122.7822216570845,0.01892796508689758,0,0.08205441000172868,118.95723602756385,0.5764266962424105,100,0.1,
Geo,Geo 500 20.txt,500,150,CGR,FLS,122.7822216570845,122.7822216570845,0.0,1,4.7210534409986575,121.3899777357979,0.6368371316897402,100,0.1,
Geo,Geo 500 20.txt,500,150,CGR2,BLS,120.28116060624701,122.7822216570845,0.020369895715217187,0,0.038826158000156284,118.98037871133704,0.6090456708975743,100,,0.9
Geo,Geo 500 20.txt,500,150,CGR2,FLS,122.4206062657297,122.7822216570845,0.002945177131301225,0,4.17112194999936,121.03140645724974,0.6239307265473162,100,,0.9
Ran,Ran 100 1.txt,100,10,CGR,BLS,73.0,73.0,0.0,1,0.0004494099994190037,66.88,2.0013995103427002,100,0.1,
Ran,Ran 100 1.txt,100,10,CGR,FLS,73.0,73.0,0.0,1,0.0027540569991106167,68.96,1.8916659324521337,100,0.1,
Ran,Ran 100 1.txt,100,10,CGR2,BLS,72.0,73.0,0.0136986301369863,0,0.0006328379991464316,66.79,1.8455080601287006,100,,0.9
Ran,Ran 100 1.txt,100,10,CGR2,FLS,73.0,73.0,0.0,1,0.0026845739991404115,68.78,2.1567568244936655,100,,0.9
Ran,Ran 100 2.txt,100,10,CGR,BLS,72.0,75.0,0.04,0,0.0005097749963169917,67.47,1.8245821439441963,100,0.1,
Ran,Ran 100 2.txt,100,10,CGR,FLS,75.0,75.0,0.0,1,0.0033954109967453405,69.35,1.7571283390805579,100,0.1,
Ran,Ran 100 2.txt,100,10,CGR2,BLS,73.0,75.0,0.02666666666666667,0,0.0006460669980151579,66.78,1.9978988963408533,100,,0.9
Ran,Ran 100 2.txt,100,10,CGR2,FLS,75.0,75.0,0.0,1,0.002939867996610701,69.43,1.9196614284815956,100,,0.9
Ran,Ran 100 3.txt,100,10,CGR,BLS,74.0,74.0,0.0,1,0.0005164379993220791,66.94,1.9637718808456344,100,0.1,
Ran,Ran 100 3.txt,100,10,CGR,FLS,73.0,74.0,0.013513513513513514,0,0.0027736399992136286,68.61,2.053752662810203,100,0.1,
Ran,Ran 100 3.txt,100,10,CGR2,BLS,73.0,74.0,0.013513513513513514,0,0.0006927179987542331,67.2,2.1400934559032696,100,,0.9
Ran,Ran 100 3.txt,100,10,CGR2,FLS,74.0,74.0,0.0,1,0.003037319997092709,69.23,2.1533926720410284,100,,0.9
Ran,Ran 100 4.txt,100,10,CGR,BLS,72.0,73.0,0.0136986301369863,0,0.0006294240010902286,66.92,1.9983993594874874,100,0.1,
Ran,Ran 100 4.txt,100,10,CGR,FLS,73.0,73.0,0.0,1,0.0031839130027219655,68.52,1.9103926298015286,100,0.1,
Ran,Ran 100 4.txt,100,10,CGR2,BLS,72.0,73.0,0.0136986301369863,0,0.0006407289998605848,66.52,2.5356655930938525,100,,0.9
Ran,Ran 100 4.txt,100,10,CGR2,FLS,73.0,73.0,0.0,1,0.0030326070007868113,68.51,1.9672061406980206,100,,0.9
Ran,Ran 100 5.txt,100,10,CGR,BLS,74.0,74.0,0.0,1,0.0006519830005709082,67.29,1.961096631989357,100,0.1,
Ran,Ran 100 5.txt,100,10,CGR,FLS,74.0,74.0,0.0,1,0.0029542600008426235,68.77,1.9227844392963034,100,0.1,
Ran,Ran 100 5.txt,100,10,CGR2,BLS,72.0,74.0,0.02702702702702703,0,0.0006285400001797825,67.27,2.176487996750729,100,,0.9
Ran,Ran 100 5.txt,100,10,CGR2,FLS,74.0,74.0,0.0,1,0.0026421190018299967,69.11,1.9743100060527474,100,,0.9
Ran,Ran 100 6.txt,100,10,CGR,BLS,72.0,74.0,0.02702702702702703,0,0.0005160140001680702,66.7,2.0518284528683193,100,0.1,
Ran,Ran 100 6.txt,100,10,CGR,FLS,74.0,74.0,0.0,1,0.0031195669999578967,69.02,2.4247886505837988,100,0.1,
Ran,Ran 100 6.txt,100,10,CGR2,BLS,74.0,74.0,0.0,1,0.0006515060010133311,66.57,2.4950150300148493,100,,0.9
Ran,Ran 100 6.txt,100,10,CGR2,FLS,74.0,74.0,0.0,1,0.0031552379968343303,69.23,2.6452032058048016,100,,0.9
Ran,Ran 100 7.txt,100,10,CGR,BLS,73.0,75.0,0.02666666666666667,0,0.0005097550025675446,66.58,2.3502340308999017,100,0.1,
Ran,Ran 100 7.txt,100,10,CGR,FLS,75.0,75.0,0.0,1,0.0033058819989673794,68.61,2.092343184088117,100,0.1,
Ran,Ran 100 7.txt,100,10,CGR2,BLS,71.0,75.0,0.05333333333333334,0,0.0006545940024079755,66.57,2.1506045661627335,100,,0.9
Ran,Ran 100 7.txt,100,10,CGR2,FLS,73.0,75.0,0.02666666666666667,0,0.0032698400010121986,68.53,2.2066037251849275,100,,0.9
Ran,Ran 100 8.txt,100,10,CGR,BLS,73.0,74.0,0.013513513513513514,0,0.0004950240027392283,67.32,2.092271492899523,100,0.1,
Ran,Ran 100 8.txt,100,10,CGR,FLS,74.0,74.0,0.0,1,0.0028458670008694753,69.31,2.26139337577521,100,0.1,
Ran,Ran 100 8.txt,100,10,CGR2,BLS,72.0,74.0,0.02702702702702703,0,0.000616725999279879,67.47,2.3214435164354095,100,,0.9
Ran,Ran 100 8.txt,100,10,CGR2,FLS,74.0,74.0,0.0,1,0.0029283320013200865,69.38,1.8962067397834024,100,,0.9
Ran,Ran 100 9.txt,100,10,CGR,BLS,73.0,73.0,0.0,1,0.0006856220023473725,67.6,2.4041630560342617,100,0.1,
Ran,Ran 100 9.txt,100,10,CGR,FLS,73.0,73.0,0.0,1,0.0032820450031431393,69.62,2.0917934888511343,100,0.1,
Ran,Ran 100 9.txt,100,10,CGR2,BLS,72.0,73.0,0.0136986301369863,0,0.0006159820005996152,67.4,2.16794833886788,100,,0.9
Ran,Ran 100 9.txt,100,10,CGR2,FLS,73.0,73.0,0.0,1,0.002632626001141034,69.38,1.66,100,,0.9
Ran,Ran 100 10.txt,100,10,CGR,BLS,74.0,75.0,0.013333333333333334,0,0.0005501109984470531,67.63,2.347999148211089,100,0.1,
Ran,Ran 100 10.txt,100,10,CGR,FLS,74.0,75.0,0.013333333333333334,0,0.003407321000704542,69.47,1.8732591918898998,100,0.1,
Ran,Ran 100 10.txt,100,10,CGR2,BLS,74.0,75.0,0.013333333333333334,0,0.0006707629997981712,67.66,2.0986662431172802,100,,0.9
Ran,Ran 100 10.txt,100,10,CGR2,FLS,75.0,75.0,0.0,1,0.002760772000765428,69.09,2.0400735280866718,100,,0.9
Ran,Ran 100 11.txt,100,30,CGR,BLS,54.0,54.0,0.0,1,0.0013331830000970512,53.0,0.31622776601683794,100,0.1,
Ran,Ran 100 11.txt,100,30,CGR,FLS,54.0,54.0,0.0,1,0.015389615002204664,53.33,0.4702127178203499,100,0.1,
Ran,Ran 100 11.txt,100,30,CGR2,BLS,54.0,54.0,0.0,1,0.0014404930005548521,52.82,0.4556314299957807,100,,0.9
Ran,Ran 100 11.txt,100,30,CGR2,FLS,54.0,54.0,0.0,1,0.014860581003013067,53.26,0.4608687448721165,100,,0.9
Ran,Ran 100 12.txt,100,30,CGR,BLS,54.0,55.0,0.01818181818181818,0,0.0013514959980966523,53.48,0.49959983987187184,100,0.1,
Ran,Ran 100 12.txt,100,30,CGR,FLS,55.0,55.0,0.0,1,0.015503541998914443,53.92,0.4621688003316537,100,0.1,
Ran,Ran 100 12.txt,100,30,CGR2,BLS,54.0,55.0,0.01818181818181818,0,0.0014361359993927182,53.36,0.48,100,,0.9
Ran,Ran 100 12.txt,100,30,CGR2,FLS,55.0,55.0,0.0,1,0.014536550999619067,53.84,0.4841487374764082,100,,0.9
Ran,Ran 100 13.txt,100,30,CGR,BLS,54.0,55.0,0.01818181818181818,0,0.001470707997214049,53.0,0.4472135954999579,100,0.1,
Ran,Ran 100 13.txt,100,30,CGR,FLS,55.0,55.0,0.0,1,0.01622032500046771,53.53,0.5736723803705387,100,0.1,
Ran,Ran 100 13.txt,100,30,CGR2,BLS,54.0,55.0,0.01818181818181818,0,0.0014826700038975105,52.94,0.4862098312457287,100,,0.9
Ran,Ran 100 13.txt,100,30,CGR2,FLS,54.0,55.0,0.01818181818181818,0,0.015414599999203346,53.54,0.5553377350765928,100,,0.9
Ran,Ran 100 14.txt,100,30,CGR,BLS,55.0,55.0,0.0,1,0.001261703001218848,53.39,0.5078385570237849,100,0.1,
Ran,Ran 100 14.txt,100,30,CGR,FLS,55.0,55.0,0.0,1,0.01639016899978742,53.87,0.4394314508543966,100,0.1,
Ran,Ran 100 14.txt,100,30,CGR2,BLS,55.0,55.0,0.0,1,0.0015306440024869517,53.33,0.4910193478876367,100,,0.9
Ran,Ran 100 14.txt,100,30,CGR2,FLS,55.0,55.0,0.0,1,0.01598252399940975,53.9,0.5744562646538028,100,,0.9
Ran,Ran 100 15.txt,100,30,CGR,BLS,55.0,55.0,0.0,1,0.001465678999084048,53.58,0.5688585061331157,100,0.1,
Ran,Ran 100 15.txt,100,30,CGR,FLS,55.0,55.0,0.0,1,0.018641794994473458,54.35,0.51720402163943,100,0.1,
Ran,Ran 100 15.txt,100,30,CGR2,BLS,55.0,55.0,0.0,1,0.0015606460015987977,53.32,0.5455272678794343,100,,0.9
Ran,Ran 100 15.txt,100,30,CGR2,FLS,55.0,55.0,0.0,1,0.017035318996058778,54.17,0.5301886456724625,100,,0.9
Ran,Ran 100 16.txt,100,30,CGR,BLS,54.0,55.0,0.01818181818181818,0,0.0011771589994896204,53.2,0.565685424949238,100,0.1,
Ran,Ran 100 16.txt,100,30,CGR,FLS,55.0,55.0,0.0,1,0.015402833004482091,53.79,0.5530822723609933,100,0.1,
Ran,Ran 100 16.txt,100,30,CGR2,BLS,54.0,55.0,0.01818181818181818,0,0.0013945980003336445,53.06,0.5624944444170094,100,,0.9
Ran,Ran 100 16.txt,100,30,CGR2,FLS,55.0,55.0,0.0,1,0.01472870099998545,53.66,0.5517245689653488,100,,0.9
Ran,Ran 100 17.txt,100,30,CGR,BLS,54.0,55.0,0.01818181818181818,0,0.0013233059976482764,53.05,0.2958039891549808,100,0.1,
Ran,Ran 100 17.txt,100,30,CGR,FLS,54.0,55.0,0.01818181818181818,0,0.015304520003846847,53.35,0.47696960070847283,100,0.1,
Ran,Ran 100 17.txt,100,30,CGR2,BLS,54.0,55.0,0.01818181818181818,0,0.0014577880036085844,53.12,0.354400902933387,100,,0.9
Ran,Ran 100 17.txt,100,30,CGR2,FLS,55.0,55.0,0.0,1,0.015090983998961747,53.43,0.5339475629684998,100,,0.9
Ran,Ran 100 18.txt,100,30,CGR,BLS,54.0,55.0,0.01818181818181818,0,0.0013187079993076624,53.11,0.42178193417926285,100,0.1,
Ran,Ran 100 18.txt,100,30,CGR,FLS,54.0,55.0,0.01818181818181818,0,0.014594312999979592,53.56,0.5161395160225576,100,0.1,
Ran,Ran 100 18.txt,100,30,CGR2,BLS,54.0,55.0,0.01818181818181818,0,0.0014908439968712628,53.14,0.4004996878900157,100,,0.9
Ran,Ran 100 18.txt,100,30,CGR2,FLS,55.0,55.0,0.0,1,0.0144781079958193,53.69,0.5038849074937649,100,,0.9
Ran,Ran 100 19.txt,100,30,CGR,BLS,55.0,55.0,0.0,1,0.001373214998166077,53.66,0.6036555309114627,100,0.1,
Ran,Ran 100 19.txt,100,30,CGR,FLS,55.0,55.0,0.0,1,0.01855687499977648,54.45,0.51720402163943,100,0.1,
Ran,Ran 100 19.txt,100,30,CGR2,BLS,55.0,55.0,0.0,1,0.0014156880002701654,53.72,0.5491812087098392,100,,0.9
Ran,Ran 100 19.txt,100,30,CGR2,FLS,55.0,55.0,0.0,1,0.016405918001546525,54.33,0.5301886456724625,100,,0.9
Ran,Ran 100 20.txt,100,30,CGR,BLS,54.0,55.0,0.01818181818181818,0,0.0012494960019830614,53.2,0.4242640687119285,100,0.1,
Ran,Ran 100 20.txt,100,30,CGR,FLS,55.0,55.0,0.0,1,0.017141533000976778,53.81,0.542125446737192,100,0.1,
Ran,Ran 100 20.txt,100,30,CGR2,BLS,54.0,55.0,0.01818181818181818,0,0.0014895620004972442,53.19,0.4624932431938871,100,,0.9
Ran,Ran 100 20.txt,100,30,CGR2,FLS,55.0,55.0,0.0,1,0.017429628999670967,53.74,0.5936328831862332,100,,0.9
Ran,Ran 250 1.txt,250,25,CGR,BLS,59.0,60.0,0.016666666666666666,0,0.0028866419999394564,56.81,0.7306846104852627,100,0.1,
Ran,Ran 250 1.txt,250,25,CGR,FLS,60.0,60.0,0.0,1,0.03990618400101084,58.0,0.7745966692414834,100,0.1,
Ran,Ran 250 1.txt,250,25,CGR2,BLS,59.0,60.0,0.016666666666666666,0,0.0028360000014072285,56.81,0.6884039511798287,100,,0.9
Ran,Ran 250 1.txt,250,25,CGR2,FLS,60.0,60.0,0.0,1,0.03637831400264986,57.8,0.7071067811865476,100,,0.9
Ran,Ran 250 2.txt,250,25,CGR,BLS,59.0,60.0,0.016666666666666666,0,0.002689010998001322,56.76,0.708801805866774,100,0.1,
Ran,Ran 250 2.txt,250,25,CGR,FLS,60.0,60.0,0.0,1,0.04037493399926461,57.85,0.8760707733967616,100,0.1,
Ran,Ran 250 2.txt,250,25,CGR2,BLS,59.0,60.0,0.016666666666666666,0,0.002879048000322655,56.77,0.7463913182774837,100,,0.9
Ran,Ran 250 2.txt,250,25,CGR2,FLS,60.0,60.0,0.0,1,0.03832823600212578,57.73,0.8106170489201421,100,,0.9
Ran,Ran 250 3.txt,250,25,CGR,BLS,59.0,60.0,0.016666666666666666,0,0.002460306000430137,56.87,0.6731270311018567,100,0.1,
Ran,Ran 250 3.txt,250,25,CGR,FLS,60.0,60.0,0.0,1,0.03761056900315452,58.03,0.8301204731844649,100,0.1,
Ran,Ran 250 3.txt,250,25,CGR2,BLS,59.0,60.0,0.016666666666666666,0,0.002932415002724156,57.06,0.8581375181169973,100,,0.9
Ran,Ran 250 3.txt,250,25,CGR2,FLS,60.0,60.0,0.0,1,0.037690603001392445,58.23,0.8349251463454673,100,,0.9
Ran,Ran 250 4.txt,250,25,CGR,BLS,59.0,60.0,0.016666666666666666,0,0.002447765997494571,56.89,0.7601973427998812,100,0.1,
Ran,Ran 250 4.txt,250,25,CGR,FLS,59.0,60.0,0.016666666666666666,0,0.036778985996497794,57.99,0.8061637550770935,100,0.1,
Ran,Ran 250 4.txt,250,25,CGR2,BLS,59.0,60.0,0.016666666666666666,0,0.002835664000012912,56.96,0.7605261336732617,100,,0.9
Ran,Ran 250 4.txt,250,25,CGR2,FLS,60.0,60.0,0.0,1,0.034618516000919045,57.93,0.7906326580656784,100,,0.9
Ran,Ran 250 5.txt,250,25,CGR,BLS,59.0,60.0,0.016666666666666666,0,0.002650415993412025,56.85,0.7123903424387503,100,0.1,
Ran,Ran 250 5.txt,250,25,CGR,FLS,60.0,60.0,0.0,1,0.03684066899702884,57.83,0.8724104538575864,100,0.1,
Ran,Ran 250 5.txt,250,25,CGR2,BLS,60.0,60.0,0.0,1,0.0030022810015361756,56.87,0.783007024234138,100,,0.9
Ran,Ran 250 5.txt,250,25,CGR2,FLS,60.0,60.0,0.0,1,0.03669171599438414,57.99,0.768049477572897,100,,0.9
Ran,Ran 250 6.txt,250,25,CGR,BLS,59.0,60.0,0.016666666666666666,0,0.002513541005901061,56.95,0.8046738469715541,100,0.1,
Ran,Ran 250 6.txt,250,25,CGR,FLS,60.0,60.0,0.0,1,0.039015833999728786,58.06,0.8464041587799531,100,0.1,
Ran,Ran 250 6.txt,250,25,CGR2,BLS,59.0,60.0,0.016666666666666666,0,0.002922333001624793,56.8,0.6782329983125268,100,,0.9
Ran,Ran 250 6.txt,250,25,CGR2,FLS,60.0,60.0,0.0,1,0.037551985999452885,57.95,0.9205976319760985,100,,0.9
Ran,Ran 250 7.txt,250,25,CGR,BLS,59.0,59.0,0.0,1,0.0026379770040512087,56.74,0.7952358140828417,100,0.1,
