instance,algo,param_name,param_value,run_id,seed,objective
instances\Geo\Geo 250 2.txt,GRC,alpha,0.3,5,12349,15.601676645169425
instances\Geo\Geo 250 2.txt,GRC,alpha,0.3,6,12350,12.927171402962681
instances\Geo\Geo 250 2.txt,GRC,alpha,0.3,7,12351,14.868201654931232
instances\Geo\Geo 250 2.txt,GRC,alpha,0.3,8,12352,14.530999288971072
instances\Geo\Geo 250 2.txt,GRC,alpha,0.3,9,12353,13.449862647707585
instances\Geo\Geo 250 2.txt,GRC,alpha,0.3,10,12354,14.461604263232344
instances\Geo\Geo 250 2.txt,GRC,alpha,0.3,11,12355,13.595120154882245
instances\Geo\Geo 250 2.txt,GRC,alpha,0.3,12,12356,14.431384608603054
instances\Geo\Geo 250 2.txt,GRC,alpha,0.3,13,12357,13.230342545876653
instances\Geo\Geo 250 2.txt,GRC,alpha,0.3,14,12358,14.593839455930585
instances\Geo\Geo 250 2.txt,GRC,alpha,0.3,15,12359,12.097047447239175
instances\Geo\Geo 250 2.txt,GRC,alpha,0.3,16,12360,14.606491542876817
instances\Geo\Geo 250 2.txt,GRC,alpha,0.3,17,12361,14.799440601130751
instances\Geo\Geo 250 2.txt,GRC,alpha,0.3,18,12362,15.111809381093858
instances\Geo\Geo 250 2.txt,GRC,alpha,0.3,19,12363,13.824315203863122
instances\Geo\Geo 250 2.txt,GRC,alpha,0.3,20,12364,13.377038579770973
instances\Geo\Geo 250 2.txt,GRC,alpha,0.4,1,12345,13.528775203444141
instances\Geo\Geo 250 2.txt,GRC,alpha,0.4,2,12346,13.766798747536225
instances\Geo\Geo 250 2.txt,GRC,alpha,0.4,3,12347,13.697985926217074
instances\Geo\Geo 250 2.txt,GRC,alpha,0.4,4,12348,13.507442558320985
instances\Geo\Geo 250 2.txt,GRC,alpha,0.4,5,12349,12.295019282185613
instances\Geo\Geo 250 2.txt,GRC,alpha,0.4,6,12350,11.79979889051572
instances\Geo\Geo 250 2.txt,GRC,alpha,0.4,7,12351,10.785237067438059
instances\Geo\Geo 250 2.txt,GRC,alpha,0.4,8,12352,13.760753885511397
instances\Geo\Geo 250 2.txt,GRC,alpha,0.4,9,12353,13.655762691445132
instances\Geo\Geo 250 2.txt,GRC,alpha,0.4,10,12354,13.232491918716157
instances\Geo\Geo 250 2.txt,GRC,alpha,0.4,11,12355,12.026674129191493
instances\Geo\Geo 250 2.txt,GRC,alpha,0.4,12,12356,12.103565063883291
instances\Geo\Geo 250 2.txt,GRC,alpha,0.4,13,12357,12.750379229644583
instances\Geo\Geo 250 2.txt,GRC,alpha,0.4,14,12358,13.712545750046125
instances\Geo\Geo 250 2.txt,GRC,alpha,0.4,15,12359,11.936412190899764
instances\Geo\Geo 250 2.txt,GRC,alpha,0.4,16,12360,12.70025109872797
instances\Geo\Geo 250 2.txt,GRC,alpha,0.4,17,12361,12.500464625137933
instances\Geo\Geo 250 2.txt,GRC,alpha,0.4,18,12362,11.513764667802981
instances\Geo\Geo 250 2.txt,GRC,alpha,0.4,19,12363,13.03613953724266
instances\Geo\Geo 250 2.txt,GRC,alpha,0.4,20,12364,11.837158305332444
instances\Geo\Geo 250 2.txt,GRC,alpha,0.5,1,12345,10.672581643943563
instances\Geo\Geo 250 2.txt,GRC,alpha,0.5,2,12346,12.716559604139201
instances\Geo\Geo 250 2.txt,GRC,alpha,0.5,3,12347,10.261459619155293
instances\Geo\Geo 250 2.txt,GRC,alpha,0.5,4,12348,12.02750909141905
instances\Geo\Geo 250 2.txt,GRC,alpha,0.5,5,12349,11.847622329545535
instances\Geo\Geo 250 2.txt,GRC,alpha,0.5,6,12350,12.656074280278858
instances\Geo\Geo 250 2.txt,GRC,alpha,0.5,7,12351,11.606256046223518
instances\Geo\Geo 250 2.txt,GRC,alpha,0.5,8,12352,10.473352382837932
instances\Geo\Geo 250 2.txt,GRC,alpha,0.5,9,12353,12.968478546165548
instances\Geo\Geo 250 2.txt,GRC,alpha,0.5,10,12354,11.37380171068939
instances\Geo\Geo 250 2.txt,GRC,alpha,0.5,11,12355,12.73060500405831
instances\Geo\Geo 250 2.txt,GRC,alpha,0.5,12,12356,10.648403230447512
instances\Geo\Geo 250 2.txt,GRC,alpha,0.5,13,12357,12.932874737433947
instances\Geo\Geo 250 2.txt,GRC,alpha,0.5,14,12358,10.626444415357188
instances\Geo\Geo 250 2.txt,GRC,alpha,0.5,15,12359,11.274637548125485
instances\Geo\Geo 250 2.txt,GRC,alpha,0.5,16,12360,12.501492824420655
instances\Geo\Geo 250 2.txt,GRC,alpha,0.5,17,12361,11.657525959606357
instances\Geo\Geo 250 2.txt,GRC,alpha,0.5,18,12362,12.440543808081904
instances\Geo\Geo 250 2.txt,GRC,alpha,0.5,19,12363,12.671108515775922
instances\Geo\Geo 250 2.txt,GRC,alpha,0.5,20,12364,11.420277426143551
instances\Geo\Geo 250 2.txt,GRC,alpha,0.6,1,12345,9.200795394631541
instances\Geo\Geo 250 2.txt,GRC,alpha,0.6,2,12346,9.608210956978416
instances\Geo\Geo 250 2.txt,GRC,alpha,0.6,3,12347,9.793748257958459
instances\Geo\Geo 250 2.txt,GRC,alpha,0.6,4,12348,10.656044281735321
instances\Geo\Geo 250 2.txt,GRC,alpha,0.6,5,12349,13.283197676566434
instances\Geo\Geo 250 2.txt,GRC,alpha,0.6,6,12350,10.245542034217078
instances\Geo\Geo 250 2.txt,GRC,alpha,0.6,7,12351,10.43525531037018
instances\Geo\Geo 250 2.txt,GRC,alpha,0.6,8,12352,10.261459619155293
instances\Geo\Geo 250 2.txt,GRC,alpha,0.6,9,12353,9.634746961760284
instances\Geo\Geo 250 2.txt,GRC,alpha,0.6,10,12354,9.729493121334741
instances\Geo\Geo 250 2.txt,GRC,alpha,0.6,11,12355,10.192464766022011
instances\Geo\Geo 250 2.txt,GRC,alpha,0.6,12,12356,11.657525959606357
instances\Geo\Geo 250 2.txt,GRC,alpha,0.6,13,12357,10.709541999355341
instances\Geo\Geo 250 2.txt,GRC,alpha,0.6,14,12358,11.301592259887853
instances\Geo\Geo 250 2.txt,GRC,alpha,0.6,15,12359,11.75825477804578
instances\Geo\Geo 250 2.txt,GRC,alpha,0.6,16,12360,10.058249639232704
instances\Geo\Geo 250 2.txt,GRC,alpha,0.6,17,12361,12.384504991841899
instances\Geo\Geo 250 2.txt,GRC,alpha,0.6,18,12362,10.499685892087438
instances\Geo\Geo 250 2.txt,GRC,alpha,0.6,19,12363,11.411077278577077
instances\Geo\Geo 250 2.txt,GRC,alpha,0.6,20,12364,10.679354762365042
instances\Geo\Geo 250 2.txt,GRC,alpha,0.7,1,12345,7.724518018834577
instances\Geo\Geo 250 2.txt,GRC,alpha,0.7,2,12346,10.672581643943563
instances\Geo\Geo 250 2.txt,GRC,alpha,0.7,3,12347,8.73798262611212
instances\Geo\Geo 250 2.txt,GRC,alpha,0.7,4,12348,11.271802083482001
instances\Geo\Geo 250 2.txt,GRC,alpha,0.7,5,12349,7.752701554706781
instances\Geo\Geo 250 2.txt,GRC,alpha,0.7,6,12350,8.680954389266184
instances\Geo\Geo 250 2.txt,GRC,alpha,0.7,7,12351,8.496225293458268
instances\Geo\Geo 250 2.txt,GRC,alpha,0.7,8,12352,8.953885883228354
instances\Geo\Geo 250 2.txt,GRC,alpha,0.7,9,12353,9.81980604703392
instances\Geo\Geo 250 2.txt,GRC,alpha,0.7,10,12354,9.547134787446968
instances\Geo\Geo 250 2.txt,GRC,alpha,0.7,11,12355,9.390741204580232
instances\Geo\Geo 250 2.txt,GRC,alpha,0.7,12,12356,9.462755898158052
instances\Geo\Geo 250 2.txt,GRC,alpha,0.7,13,12357,8.630390505601582
instances\Geo\Geo 250 2.txt,GRC,alpha,0.7,14,12358,8.419990855505725
instances\Geo\Geo 250 2.txt,GRC,alpha,0.7,15,12359,9.801124354333897
instances\Geo\Geo 250 2.txt,GRC,alpha,0.7,16,12360,8.038387366017949
instances\Geo\Geo 250 2.txt,GRC,alpha,0.7,17,12361,8.76186633012054
instances\Geo\Geo 250 2.txt,GRC,alpha,0.7,18,12362,10.288593985883367
instances\Geo\Geo 250 2.txt,GRC,alpha,0.7,19,12363,10.000460054982277
instances\Geo\Geo 250 2.txt,GRC,alpha,0.7,20,12364,9.315129042933814
instances\Geo\Geo 250 2.txt,GRC,alpha,0.8,1,12345,8.1326114471765
instances\Geo\Geo 250 2.txt,GRC,alpha,0.8,2,12346,7.220668712183258
instances\Geo\Geo 250 2.txt,GRC,alpha,0.8,3,12347,5.134075002032992
instances\Geo\Geo 250 2.txt,GRC,alpha,0.8,4,12348,7.927046378601311
instances\Geo\Geo 250 2.txt,GRC,alpha,0.8,5,12349,8.523981599745163
instances\Geo\Geo 250 2.txt,GRC,alpha,0.8,6,12350,7.091974985446316
instances\Geo\Geo 250 2.txt,GRC,alpha,0.8,7,12351,9.001547674140763
instances\Geo\Geo 250 2.txt,GRC,alpha,0.8,8,12352,8.063590931604857
instances\Geo\Geo 250 2.txt,GRC,alpha,0.8,9,12353,7.622337334099301
instances\Geo\Geo 250 2.txt,GRC,alpha,0.8,10,12354,4.971020938703032
instances\Geo\Geo 250 2.txt,GRC,alpha,0.8,11,12355,7.706558665196937
instances\Geo\Geo 250 2.txt,GRC,alpha,0.8,12,12356,7.477411547434046
instances\Geo\Geo 250 2.txt,GRC,alpha,0.8,13,12357,6.902410440018254
instances\Geo\Geo 250 2.txt,GRC,alpha,0.8,14,12358,7.418697364014524
instances\Geo\Geo 250 2.txt,GRC,alpha,0.8,15,12359,7.039092751633627
instances\Geo\Geo 250 2.txt,GRC,alpha,0.8,16,12360,5.3590154211631935
instances\Geo\Geo 250 2.txt,GRC,alpha,0.8,17,12361,6.13818826348785
instances\Geo\Geo 250 2.txt,GRC,alpha,0.8,18,12362,6.795406496068944
instances\Geo\Geo 250 2.txt,GRC,alpha,0.8,19,12363,6.113813087836426
instances\Geo\Geo 250 2.txt,GRC,alpha,0.8,20,12364,5.618961819317877
instances\Geo\Geo 250 2.txt,GRC,alpha,0.9,1,12345,5.050554304357685
instances\Geo\Geo 250 2.txt,GRC,alpha,0.9,2,12346,4.69429916555517
instances\Geo\Geo 250 2.txt,GRC,alpha,0.9,3,12347,4.490841658127016
instances\Geo\Geo 250 2.txt,GRC,alpha,0.9,4,12348,4.705710138854523
instances\Geo\Geo 250 2.txt,GRC,alpha,0.9,5,12349,4.424260842219869
instances\Geo\Geo 250 2.txt,GRC,alpha,0.9,6,12350,4.532404998312154
instances\Geo\Geo 250 2.txt,GRC,alpha,0.9,7,12351,3.282752438868938
instances\Geo\Geo 250 2.txt,GRC,alpha,0.9,8,12352,7.8179610794598
instances\Geo\Geo 250 2.txt,GRC,alpha,0.9,9,12353,4.492517299814241
instances\Geo\Geo 250 2.txt,GRC,alpha,0.9,10,12354,6.04172553712696
instances\Geo\Geo 250 2.txt,GRC,alpha,0.9,11,12355,3.8886952317711985
instances\Geo\Geo 250 2.txt,GRC,alpha,0.9,12,12356,5.529973072206498
instances\Geo\Geo 250 2.txt,GRC,alpha,0.9,13,12357,7.8906021241033955
instances\Geo\Geo 250 2.txt,GRC,alpha,0.9,14,12358,3.8852149997924146
instances\Geo\Geo 250 2.txt,GRC,alpha,0.9,15,12359,5.38517251937503
instances\Geo\Geo 250 2.txt,GRC,alpha,0.9,16,12360,4.544874606748245
instances\Geo\Geo 250 2.txt,GRC,alpha,0.9,17,12361,4.233457075573691
instances\Geo\Geo 250 2.txt,GRC,alpha,0.9,18,12362,5.572237800139278
instances\Geo\Geo 250 2.txt,GRC,alpha,0.9,19,12363,4.215171901022545
instances\Geo\Geo 250 2.txt,GRC,alpha,0.9,20,12364,4.623903048694365
instances\Geo\Geo 250 2.txt,GRC,alpha,1.0,1,12345,0.29965205314706284
instances\Geo\Geo 250 2.txt,GRC,alpha,1.0,2,12346,2.2994645522803796
instances\Geo\Geo 250 2.txt,GRC,alpha,1.0,3,12347,1.8142707975726753
instances\Geo\Geo 250 2.txt,GRC,alpha,1.0,4,12348,2.8074569044065503
instances\Geo\Geo 250 2.txt,GRC,alpha,1.0,5,12349,5.45254741056105
instances\Geo\Geo 250 2.txt,GRC,alpha,1.0,6,12350,2.5956737262003022
instances\Geo\Geo 250 2.txt,GRC,alpha,1.0,7,12351,2.6288439651405695
instances\Geo\Geo 250 2.txt,GRC,alpha,1.0,8,12352,0.5970233369517478
instances\Geo\Geo 250 2.txt,GRC,alpha,1.0,9,12353,4.069725037491969
instances\Geo\Geo 250 2.txt,GRC,alpha,1.0,10,12354,3.3065581694022352
instances\Geo\Geo 250 2.txt,GRC,alpha,1.0,11,12355,7.2099499801982665
instances\Geo\Geo 250 2.txt,GRC,alpha,1.0,12,12356,2.3958999094703453
instances\Geo\Geo 250 2.txt,GRC,alpha,1.0,13,12357,3.112961537222227
instances\Geo\Geo 250 2.txt,GRC,alpha,1.0,14,12358,2.9483730897734097
instances\Geo\Geo 250 2.txt,GRC,alpha,1.0,15,12359,2.0179764433573064
instances\Geo\Geo 250 2.txt,GRC,alpha,1.0,16,12360,1.1843745302723148
instances\Geo\Geo 250 2.txt,GRC,alpha,1.0,17,12361,4.424158855344714
instances\Geo\Geo 250 2.txt,GRC,alpha,1.0,18,12362,4.079902307255536
instances\Geo\Geo 250 2.txt,GRC,alpha,1.0,19,12363,1.1200042362241314
instances\Geo\Geo 250 2.txt,GRC,alpha,1.0,20,12364,1.8423878610070141
instances\Geo\Geo 250 2.txt,GRC2,beta,0.1,1,12345,13.534062120416914
instances\Geo\Geo 250 2.txt,GRC2,beta,0.1,2,12346,14.364622017267843
instances\Geo\Geo 250 2.txt,GRC2,beta,0.1,3,12347,15.015590529159647
instances\Geo\Geo 250 2.txt,GRC2,beta,0.1,4,12348,14.093328227440137
instances\Geo\Geo 250 2.txt,GRC2,beta,0.1,5,12349,13.686284821944927
instances\Geo\Geo 250 2.txt,GRC2,beta,0.1,6,12350,12.93879082368136
instances\Geo\Geo 250 2.txt,GRC2,beta,0.1,7,12351,13.694406348921447
instances\Geo\Geo 250 2.txt,GRC2,beta,0.1,8,12352,13.756576486838718
instances\Geo\Geo 250 2.txt,GRC2,beta,0.1,9,12353,14.432821554601892
instances\Geo\Geo 250 2.txt,GRC2,beta,0.1,10,12354,13.595120154882245
instances\Geo\Geo 250 2.txt,GRC2,beta,0.1,11,12355,14.33593442504677
instances\Geo\Geo 250 2.txt,GRC2,beta,0.1,12,12356,13.52775940782109
instances\Geo\Geo 250 2.txt,GRC2,beta,0.1,13,12357,14.32167242607598
instances\Geo\Geo 250 2.txt,GRC2,beta,0.1,14,12358,14.58326663735701
instances\Geo\Geo 250 2.txt,GRC2,beta,0.1,15,12359,13.589397313423433
instances\Geo\Geo 250 2.txt,GRC2,beta,0.1,16,12360,14.467252346552643
instances\Geo\Geo 250 2.txt,GRC2,beta,0.1,17,12361,15.853804809035086
instances\Geo\Geo 250 2.txt,GRC2,beta,0.1,18,12362,14.052049345343796
instances\Geo\Geo 250 2.txt,GRC2,beta,0.1,19,12363,14.777786664816395
instances\Geo\Geo 250 2.txt,GRC2,beta,0.1,20,12364,13.515839427002275
instances\Geo\Geo 250 2.txt,GRC2,beta,0.2,1,12345,14.693959117482878
instances\Geo\Geo 250 2.txt,GRC2,beta,0.2,2,12346,14.796173432934102
instances\Geo\Geo 250 2.txt,GRC2,beta,0.2,3,12347,14.144408885796146
instances\Geo\Geo 250 2.txt,GRC2,beta,0.2,4,12348,14.736541357137533
instances\Geo\Geo 250 2.txt,GRC2,beta,0.2,5,12349,16.197001735327706
instances\Geo\Geo 250 2.txt,GRC2,beta,0.2,6,12350,15.125349888109334
instances\Geo\Geo 250 2.txt,GRC2,beta,0.2,7,12351,14.85282823800219
instances\Geo\Geo 250 2.txt,GRC2,beta,0.2,8,12352,15.520819694630044
instances\Geo\Geo 250 2.txt,GRC2,beta,0.2,9,12353,15.601676645169425
instances\Geo\Geo 250 2.txt,GRC2,beta,0.2,10,12354,15.125349888109334
instances\Geo\Geo 250 2.txt,GRC2,beta,0.2,11,12355,14.364622017267843
instances\Geo\Geo 250 2.txt,GRC2,beta,0.2,12,12356,15.346389840102972
instances\Geo\Geo 250 2.txt,GRC2,beta,0.2,13,12357,16.464325594285633
instances\Geo\Geo 250 2.txt,GRC2,beta,0.2,14,12358,14.730810670388093
instances\Geo\Geo 250 2.txt,GRC2,beta,0.2,15,12359,16.107840438123304
instances\Geo\Geo 250 2.txt,GRC2,beta,0.2,16,12360,13.612053837897648
instances\Geo\Geo 250 2.txt,GRC2,beta,0.2,17,12361,14.463654791044238
instances\Geo\Geo 250 2.txt,GRC2,beta,0.2,18,12362,14.889336054423435
instances\Geo\Geo 250 2.txt,GRC2,beta,0.2,19,12363,14.753225582329618
instances\Geo\Geo 250 2.txt,GRC2,beta,0.2,20,12364,15.36939275551224
instances\Geo\Geo 250 2.txt,GRC2,beta,0.3,1,12345,16.107840438123304
instances\Geo\Geo 250 2.txt,GRC2,beta,0.3,2,12346,15.700372657392558
instances\Geo\Geo 250 2.txt,GRC2,beta,0.3,3,12347,16.825429609203457
instances\Geo\Geo 250 2.txt,GRC2,beta,0.3,4,12348,16.61916525450809
instances\Geo\Geo 250 2.txt,GRC2,beta,0.3,5,12349,15.661192562352202
instances\Geo\Geo 250 2.txt,GRC2,beta,0.3,6,12350,15.46517266604224
instances\Geo\Geo 250 2.txt,GRC2,beta,0.3,7,12351,16.843074709434763
instances\Geo\Geo 250 2.txt,GRC2,beta,0.3,8,12352,14.362485030275927
instances\Geo\Geo 250 2.txt,GRC2,beta,0.3,9,12353,15.853804809035086
instances\Geo\Geo 250 2.txt,GRC2,beta,0.3,10,12354,16.524981296492438
instances\Geo\Geo 250 2.txt,GRC2,beta,0.3,11,12355,15.467616313384461
instances\Geo\Geo 250 2.txt,GRC2,beta,0.3,12,12356,14.147761176928345
instances\Geo\Geo 250 2.txt,GRC2,beta,0.3,13,12357,15.584230243050344
instances\Geo\Geo 250 2.txt,GRC2,beta,0.3,14,12358,16.513482549760393
instances\Geo\Geo 250 2.txt,GRC2,beta,0.3,15,12359,15.845288110163727
instances\Geo\Geo 250 2.txt,GRC2,beta,0.3,16,12360,15.895437926936024
instances\Geo\Geo 250 2.txt,GRC2,beta,0.3,17,12361,15.58774771062519
instances\Geo\Geo 250 2.txt,GRC2,beta,0.3,18,12362,15.520819694630044
instances\Geo\Geo 250 2.txt,GRC2,beta,0.3,19,12363,16.524981296492438
instances\Geo\Geo 250 2.txt,GRC2,beta,0.3,20,12364,14.528780248950161
instances\Geo\Geo 250 2.txt,GRC2,beta,0.4,1,12345,16.477381592273606
instances\Geo\Geo 250 2.txt,GRC2,beta,0.4,2,12346,15.853804809035086
instances\Geo\Geo 250 2.txt,GRC2,beta,0.4,3,12347,17.38437098315024
instances\Geo\Geo 250 2.txt,GRC2,beta,0.4,4,12348,16.90426939435624
instances\Geo\Geo 250 2.txt,GRC2,beta,0.4,5,12349,16.156651628313213
instances\Geo\Geo 250 2.txt,GRC2,beta,0.4,6,12350,15.517600148211349
instances\Geo\Geo 250 2.txt,GRC2,beta,0.4,7,12351,17.31363488408442
instances\Geo\Geo 250 2.txt,GRC2,beta,0.4,8,12352,15.953604308633082
instances\Geo\Geo 250 2.txt,GRC2,beta,0.4,9,12353,14.821050461985509
instances\Geo\Geo 250 2.txt,GRC2,beta,0.4,10,12354,16.31841029125684
instances\Geo\Geo 250 2.txt,GRC2,beta,0.4,11,12355,14.799701970132912
instances\Geo\Geo 250 2.txt,GRC2,beta,0.4,12,12356,16.626398581008363
instances\Geo\Geo 250 2.txt,GRC2,beta,0.4,13,12357,16.366437153642362
instances\Geo\Geo 250 2.txt,GRC2,beta,0.4,14,12358,15.759655415976747
instances\Geo\Geo 250 2.txt,GRC2,beta,0.4,15,12359,16.664424480336432
instances\Geo\Geo 250 2.txt,GRC2,beta,0.4,16,12360,16.434372246326785
instances\Geo\Geo 250 2.txt,GRC2,beta,0.4,17,12361,16.541258573208264
instances\Geo\Geo 250 2.txt,GRC2,beta,0.4,18,12362,16.542249470609395
instances\Geo\Geo 250 2.txt,GRC2,beta,0.4,19,12363,15.545944201054889
instances\Geo\Geo 250 2.txt,GRC2,beta,0.4,20,12364,16.27969111893749
instances\Geo\Geo 250 2.txt,GRC2,beta,0.5,1,12345,16.400149174314965
instances\Geo\Geo 250 2.txt,GRC2,beta,0.5,2,12346,17.104322486524776
instances\Geo\Geo 250 2.txt,GRC2,beta,0.5,3,12347,15.84126605405375
instances\Geo\Geo 250 2.txt,GRC2,beta,0.5,4,12348,16.00498880367793
instances\Geo\Geo 250 2.txt,GRC2,beta,0.5,5,12349,16.09014687423769
instances\Geo\Geo 250 2.txt,GRC2,beta,0.5,6,12350,17.492928228921084
instances\Geo\Geo 250 2.txt,GRC2,beta,0.5,7,12351,15.872055862296666
instances\Geo\Geo 250 2.txt,GRC2,beta,0.5,8,12352,17.05337822264798
instances\Geo\Geo 250 2.txt,GRC2,beta,0.5,9,12353,17.167100567920752
instances\Geo\Geo 250 2.txt,GRC2,beta,0.5,10,12354,16.816369570900285
instances\Geo\Geo 250 2.txt,GRC2,beta,0.5,11,12355,15.804656128193747
instances\Geo\Geo 250 2.txt,GRC2,beta,0.5,12,12356,15.84126605405375
instances\Geo\Geo 250 2.txt,GRC2,beta,0.5,13,12357,17.221134525312202
instances\Geo\Geo 250 2.txt,GRC2,beta,0.5,14,12358,16.27821050438579
instances\Geo\Geo 250 2.txt,GRC2,beta,0.5,15,12359,17.221134525312202
instances\Geo\Geo 250 2.txt,GRC2,beta,0.5,16,12360,16.892106452921286
instances\Geo\Geo 250 2.txt,GRC2,beta,0.5,17,12361,16.415916927518854
instances\Geo\Geo 250 2.txt,GRC2,beta,0.5,18,12362,16.464325594285633
instances\Geo\Geo 250 2.txt,GRC2,beta,0.5,19,12363,16.33459420281082
instances\Geo\Geo 250 2.txt,GRC2,beta,0.5,20,12364,16.843074709434763
instances\Geo\Geo 250 2.txt,GRC2,beta,0.6,1,12345,16.687412203255914
instances\Geo\Geo 250 2.txt,GRC2,beta,0.6,2,12346,16.6683953688578
instances\Geo\Geo 250 2.txt,GRC2,beta,0.6,3,12347,17.492928228921084
instances\Geo\Geo 250 2.txt,GRC2,beta,0.6,4,12348,15.237247405106563
instances\Geo\Geo 250 2.txt,GRC2,beta,0.6,5,12349,15.872055862296666
instances\Geo\Geo 250 2.txt,GRC2,beta,0.6,6,12350,16.14101000564073
instances\Geo\Geo 250 2.txt,GRC2,beta,0.6,7,12351,16.23428850314051
instances\Geo\Geo 250 2.txt,GRC2,beta,0.6,8,12352,17.074487693367455
instances\Geo\Geo 250 2.txt,GRC2,beta,0.6,9,12353,16.37434942798733
instances\Geo\Geo 250 2.txt,GRC2,beta,0.6,10,12354,17.57043161630692
instances\Geo\Geo 250 2.txt,GRC2,beta,0.6,11,12355,15.895437926936024
instances\Geo\Geo 250 2.txt,GRC2,beta,0.6,12,12356,16.626398581008363
instances\Geo\Geo 250 2.txt,GRC2,beta,0.6,13,12357,17.05337822264798
instances\Geo\Geo 250 2.txt,GRC2,beta,0.6,14,12358,16.27821050438579
instances\Geo\Geo 250 2.txt,GRC2,beta,0.6,15,12359,16.464325594285633
instances\Geo\Geo 250 2.txt,GRC2,beta,0.6,16,12360,16.042702293644304
instances\Geo\Geo 250 2.txt,GRC2,beta,0.6,17,12361,16.503675033978496
instances\Geo\Geo 250 2.txt,GRC2,beta,0.6,18,12362,16.816369570900285
instances\Geo\Geo 250 2.txt,GRC2,beta,0.6,19,12363,17.07269460364075
instances\Geo\Geo 250 2.txt,GRC2,beta,0.6,20,12364,15.58774771062519
instances\Geo\Geo 250 2.txt,GRC2,beta,0.7,1,12345,16.51642153350737
instances\Geo\Geo 250 2.txt,GRC2,beta,0.7,2,12346,16.03281167124431
instances\Geo\Geo 250 2.txt,GRC2,beta,0.7,3,12347,16.533462163890658
instances\Geo\Geo 250 2.txt,GRC2,beta,0.7,4,12348,15.804656128193747
instances\Geo\Geo 250 2.txt,GRC2,beta,0.7,5,12349,16.156651628313213
instances\Geo\Geo 250 2.txt,GRC2,beta,0.7,6,12350,15.951497960708897
instances\Geo\Geo 250 2.txt,GRC2,beta,0.7,7,12351,16.39739464447965
instances\Geo\Geo 250 2.txt,GRC2,beta,0.7,8,12352,17.38437098315024
instances\Geo\Geo 250 2.txt,GRC2,beta,0.7,9,12353,16.197001735327706
instances\Geo\Geo 250 2.txt,GRC2,beta,0.7,10,12354,17.37963844803734
instances\Geo\Geo 250 2.txt,GRC2,beta,0.7,11,12355,15.145489967087757
instances\Geo\Geo 250 2.txt,GRC2,beta,0.7,12,12356,16.332326775207786
instances\Geo\Geo 250 2.txt,GRC2,beta,0.7,13,12357,16.27821050438579
instances\Geo\Geo 250 2.txt,GRC2,beta,0.7,14,12358,16.004773936818545
instances\Geo\Geo 250 2.txt,GRC2,beta,0.7,15,12359,16.221978802109316
instances\Geo\Geo 250 2.txt,GRC2,beta,0.7,16,12360,18.804683657472047
instances\Geo\Geo 250 2.txt,GRC2,beta,0.7,17,12361,16.378934286145608
instances\Geo\Geo 250 2.txt,GRC2,beta,0.7,18,12362,16.197001735327706
instances\Geo\Geo 250 2.txt,GRC2,beta,0.7,19,12363,16.568980014805042
instances\Geo\Geo 250 2.txt,GRC2,beta,0.7,20,12364,17.639601797980028
instances\Geo\Geo 250 2.txt,GRC2,beta,0.8,1,12345,16.690750385742696
instances\Geo\Geo 250 2.txt,GRC2,beta,0.8,2,12346,16.31841029125684
instances\Geo\Geo 250 2.txt,GRC2,beta,0.8,3,12347,16.533462163890658
instances\Geo\Geo 250 2.txt,GRC2,beta,0.8,4,12348,17.63989824904951
instances\Geo\Geo 250 2.txt,GRC2,beta,0.8,5,12349,17.009343021954866
instances\Geo\Geo 250 2.txt,GRC2,beta,0.8,6,12350,17.38437098315024
instances\Geo\Geo 250 2.txt,GRC2,beta,0.8,7,12351,16.541258573208264
instances\Geo\Geo 250 2.txt,GRC2,beta,0.8,8,12352,17.074487693367455
instances\Geo\Geo 250 2.txt,GRC2,beta,0.8,9,12353,17.07269460364075
instances\Geo\Geo 250 2.txt,GRC2,beta,0.8,10,12354,16.155757268722045
instances\Geo\Geo 250 2.txt,GRC2,beta,0.8,11,12355,15.014482665594908
instances\Geo\Geo 250 2.txt,GRC2,beta,0.8,12,12356,17.221134525312202
instances\Geo\Geo 250 2.txt,GRC2,beta,0.8,13,12357,16.690750385742696
instances\Geo\Geo 250 2.txt,GRC2,beta,0.8,14,12358,16.27821050438579
instances\Geo\Geo 250 2.txt,GRC2,beta,0.8,15,12359,16.357940516332647
instances\Geo\Geo 250 2.txt,GRC2,beta,0.8,16,12360,17.639601797980028
instances\Geo\Geo 250 2.txt,GRC2,beta,0.8,17,12361,17.675025488484582
instances\Geo\Geo 250 2.txt,GRC2,beta,0.8,18,12362,16.61916525450809
instances\Geo\Geo 250 2.txt,GRC2,beta,0.8,19,12363,16.26169859700087
instances\Geo\Geo 250 2.txt,GRC2,beta,0.8,20,12364,18.049054776539215
instances\Geo\Geo 250 2.txt,GRC2,beta,0.9,1,12345,16.155757268722045
instances\Geo\Geo 250 2.txt,GRC2,beta,0.9,2,12346,15.853804809035086
instances\Geo\Geo 250 2.txt,GRC2,beta,0.9,3,12347,16.75019825023301
instances\Geo\Geo 250 2.txt,GRC2,beta,0.9,4,12348,17.63989824904951
instances\Geo\Geo 250 2.txt,GRC2,beta,0.9,5,12349,16.825429609203457
instances\Geo\Geo 250 2.txt,GRC2,beta,0.9,6,12350,16.042702293644304
instances\Geo\Geo 250 2.txt,GRC2,beta,0.9,7,12351,16.503675033978496
instances\Geo\Geo 250 2.txt,GRC2,beta,0.9,8,12352,17.673688176781717
