dataset,instance,n,m,alpha,best_of,avg_of,std_of,iters,fls_max_iter
Geo,Geo 250 18.txt,250,25,0.6,176.14468952765375,173.55255687191104,1.3535317891169534,100,200
Geo,Geo 250 18.txt,250,25,0.7,176.23226602521225,173.4341528357106,1.6720224065096418,100,200
Geo,Geo 250 18.txt,250,25,0.8,176.23226602521225,173.28177378329826,1.6358718327204336,100,200
Geo,Geo 250 18.txt,250,25,0.9,176.14468952765375,173.308512264067,1.4450429251105779,100,200
Geo,Geo 250 1.txt,250,75,0.1,144.46274390864795,143.39782630407797,0.5798513334988227,100,200
Geo,Geo 250 1.txt,250,75,0.2,144.46274390864795,143.4999962691495,0.5593728584320221,100,200
Geo,Geo 250 1.txt,250,75,0.3,144.32269959984208,143.40565839050296,0.638734906384107,100,200
Geo,Geo 250 1.txt,250,75,0.4,144.297347051955,142.67248608527964,1.9367851753976761,100,200
Geo,Geo 250 1.txt,250,75,0.5,144.08975898233388,138.7350017769242,3.8816119308758927,100,200
Geo,Geo 250 1.txt,250,75,0.6,142.32624448450824,133.8693704529148,5.755016591592294,100,200
Geo,Geo 250 1.txt,250,75,0.7,144.08975898233388,131.2989986333522,6.311789164399071,100,200
Geo,Geo 250 1.txt,250,75,0.8,141.9819099150183,129.95643237080452,6.461223803824777,100,200
Geo,Geo 250 1.txt,250,75,0.9,140.22562995731892,129.5386035472383,5.2771978606468855,100,200
Geo,Geo 250 10.txt,250,75,0.1,72.12023325352298,70.27435011357903,0.696504645891379,100,200
Geo,Geo 250 10.txt,250,75,0.2,72.12023325352298,70.39966732941085,0.7532613306957853,100,200
Geo,Geo 250 10.txt,250,75,0.3,72.12023325352298,70.27583992184017,0.8244306961499993,100,200
Geo,Geo 250 10.txt,250,75,0.4,72.12023325352298,70.40586674993015,0.8425495029212486,100,200
Geo,Geo 250 10.txt,250,75,0.5,71.52062668709993,69.80477317935762,1.2033197685595063,100,200
Geo,Geo 250 10.txt,250,75,0.6,71.0920773868039,67.28431780670181,2.9131958775965567,100,200
Geo,Geo 250 10.txt,250,75,0.7,70.93093795528074,64.91745725307443,3.6436041005105166,100,200
Geo,Geo 250 10.txt,250,75,0.8,70.10690762751892,62.80605849323196,4.011475748569681,100,200
Geo,Geo 250 10.txt,250,75,0.9,70.83463493332391,61.847207757714294,4.9930898825635435,100,200
Geo,Geo 250 11.txt,250,75,0.1,31.068244241116894,30.319473535193243,0.3009408785574445,100,200
Geo,Geo 250 11.txt,250,75,0.2,31.068244241116894,30.399472492745005,0.2917854141797458,100,200
Geo,Geo 250 11.txt,250,75,0.3,31.006606911257702,30.346387290555935,0.3196006942551951,100,200
Geo,Geo 250 11.txt,250,75,0.4,31.096463943751676,30.3516553136747,0.3709851868033266,100,200
Geo,Geo 250 11.txt,250,75,0.5,31.316554639635164,30.371640218726665,0.2867947296947066,100,200
Geo,Geo 250 11.txt,250,75,0.6,31.096463943751676,30.17512773810085,0.7488272222100917,100,200
Geo,Geo 250 11.txt,250,75,0.7,30.81340962203771,29.278372744501937,1.6732980211429882,100,200
Geo,Geo 250 11.txt,250,75,0.8,30.69816860117838,28.227563908732915,2.095897992830698,100,200
Geo,Geo 250 11.txt,250,75,0.9,30.625533395863595,27.52911495104888,2.7591315511944328,100,200
Geo,Geo 250 12.txt,250,75,0.1,93.53905605894634,91.77261146390545,0.5618452606190157,100,200
Geo,Geo 250 12.txt,250,75,0.2,93.44226772967832,91.87905797317718,0.718503024359242,100,200
Geo,Geo 250 12.txt,250,75,0.3,93.83993157678188,91.99379059924955,0.6905203804561261,100,200
Geo,Geo 250 12.txt,250,75,0.4,93.48180779409957,92.04522238861807,0.616349129740417,100,200
Geo,Geo 250 12.txt,250,75,0.5,93.44226772967832,91.40046358123078,1.7325600655389894,100,200
Geo,Geo 250 12.txt,250,75,0.6,92.90746116015376,88.65417790263984,3.2612624733966604,100,200
Geo,Geo 250 12.txt,250,75,0.7,92.23697870058237,86.08583401010986,4.071099350884154,100,200
Geo,Geo 250 12.txt,250,75,0.8,92.3406969006217,84.17979079234159,4.358212761824641,100,200
Geo,Geo 250 12.txt,250,75,0.9,91.35371381335443,81.4624927475871,5.026376901557591,100,200
Geo,Geo 250 13.txt,250,75,0.1,144.4735154586794,143.1988288453615,0.6710770344130743,100,200
Geo,Geo 250 13.txt,250,75,0.2,144.9366466537845,143.3789690413748,0.6350119063862748,100,200
Geo,Geo 250 13.txt,250,75,0.3,144.9366466537845,143.45064324006754,0.5893506937108277,100,200
Geo,Geo 250 13.txt,250,75,0.4,144.4735154586794,142.6025389140466,2.33244456002538,100,200
Geo,Geo 250 13.txt,250,75,0.5,144.47137699318026,139.04508690095616,4.341796454059062,100,200
Geo,Geo 250 13.txt,250,75,0.6,143.38904522283357,135.5138670649955,4.321531869313929,100,200
Geo,Geo 250 13.txt,250,75,0.7,142.96015872831364,132.5801174873361,5.791265223083376,100,200
Geo,Geo 250 13.txt,250,75,0.8,142.1798616147152,130.6556639565909,6.277141824359972,100,200
Geo,Geo 250 13.txt,250,75,0.9,141.37063758550445,130.62147964037257,6.631879540594969,100,200
Geo,Geo 250 14.txt,250,75,0.1,70.11528640239061,69.17892058173247,0.5095308996142441,100,200
Geo,Geo 250 14.txt,250,75,0.2,69.83844881154991,69.16403773679532,0.6109963800798717,100,200
Geo,Geo 250 14.txt,250,75,0.3,70.11528640239061,69.18493345032506,0.5292061550223404,100,200
Geo,Geo 250 14.txt,250,75,0.4,70.24499453182653,69.12173282397178,1.093834638126008,100,200
Geo,Geo 250 14.txt,250,75,0.5,70.11528640239061,68.18252540993397,1.9753794377167313,100,200
Geo,Geo 250 14.txt,250,75,0.6,70.09137828090981,65.17069297113183,3.6547416344755885,100,200
Geo,Geo 250 14.txt,250,75,0.7,69.76703037207459,62.62916730165915,4.482850814677263,100,200
Geo,Geo 250 14.txt,250,75,0.8,69.3899662139203,61.82340253558992,4.9035173035146284,100,200
Geo,Geo 250 14.txt,250,75,0.9,69.76703037207459,60.76813768319862,4.368075928946814,100,200
Geo,Geo 250 15.txt,250,75,0.1,142.42867425549605,141.23572447488846,0.602339167849934,100,200
Geo,Geo 250 15.txt,250,75,0.2,142.42867425549605,141.2586994745021,0.5498794898137166,100,200
Geo,Geo 250 15.txt,250,75,0.3,142.42867425549605,141.18540596194305,0.6367175228927616,100,200
Geo,Geo 250 15.txt,250,75,0.4,142.42867425549605,140.84758295022573,1.2328079252486237,100,200
Geo,Geo 250 15.txt,250,75,0.5,142.42867425549605,137.85423498745428,3.2122606026949345,100,200
Geo,Geo 250 15.txt,250,75,0.6,140.0780668062127,133.1973111457251,4.022497873519195,100,200
Geo,Geo 250 15.txt,250,75,0.7,140.12864588837448,129.420688906138,5.4289168743040825,100,200
Geo,Geo 250 15.txt,250,75,0.8,137.95011594968443,128.0759542265664,5.754302251151026,100,200
Geo,Geo 250 15.txt,250,75,0.9,135.8715624302752,126.38978658265498,6.3466086903153185,100,200
Geo,Geo 250 16.txt,250,75,0.1,108.04585787030845,106.03888830671134,0.8466682434168291,100,200
Geo,Geo 250 16.txt,250,75,0.2,108.04585787030845,106.18199330048049,0.7351643071990346,100,200
Geo,Geo 250 16.txt,250,75,0.3,108.04585787030845,106.12359636970181,0.752537431512488,100,200
Geo,Geo 250 16.txt,250,75,0.4,108.04585787030845,105.4810983688253,2.0053279300160938,100,200
Geo,Geo 250 16.txt,250,75,0.5,108.04585787030845,102.19827993781259,3.8835850954084306,100,200
Geo,Geo 250 16.txt,250,75,0.6,106.66162368944076,99.45448159533169,4.174130160893709,100,200
Geo,Geo 250 16.txt,250,75,0.7,106.37930886501059,97.60583585869236,4.191337782407569,100,200
Geo,Geo 250 16.txt,250,75,0.8,105.40079524851633,94.40493618930323,6.092435695577381,100,200
Geo,Geo 250 16.txt,250,75,0.9,105.01516795330947,95.6038026745199,5.314160666609498,100,200
Geo,Geo 250 17.txt,250,75,0.1,123.77985344503806,122.83107131861388,0.5982315846104393,100,200
Geo,Geo 250 17.txt,250,75,0.2,124.25339168273817,123.06622794742785,0.5824144716514711,100,200
Geo,Geo 250 17.txt,250,75,0.3,124.05666777972596,122.99880073288763,0.5652681371541182,100,200
Geo,Geo 250 17.txt,250,75,0.4,124.25339168273817,122.63461336617308,1.3297470633247201,100,200
Geo,Geo 250 17.txt,250,75,0.5,123.53210128147484,119.27692866459674,3.4834557691055164,100,200
Geo,Geo 250 17.txt,250,75,0.6,123.42313554209741,116.10347572779196,4.084996552363568,100,200
Geo,Geo 250 17.txt,250,75,0.7,121.54186403941209,112.48869534213344,4.768271946495754,100,200
Geo,Geo 250 17.txt,250,75,0.8,122.50568720480952,112.07233437370914,4.453975500022693,100,200
Geo,Geo 250 17.txt,250,75,0.9,120.68157441039982,111.38310978860619,5.144835334920801,100,200
Geo,Geo 250 18.txt,250,75,0.1,148.62762616905343,147.31722212653506,0.5570465394724244,100,200
Geo,Geo 250 18.txt,250,75,0.2,148.62762616905343,147.42789565011302,0.5264715957962179,100,200
Geo,Geo 250 18.txt,250,75,0.3,148.62762616905343,147.42713479666747,0.5510345497867991,100,200
Geo,Geo 250 18.txt,250,75,0.4,148.72335913374295,146.97777855779583,1.3896140920422455,100,200
Geo,Geo 250 18.txt,250,75,0.5,148.10233159317912,143.65726245075228,3.613618343117142,100,200
Geo,Geo 250 18.txt,250,75,0.6,147.41499922594085,138.9786382404067,4.937734449828235,100,200
Geo,Geo 250 18.txt,250,75,0.7,147.01221715078987,136.5771115243936,5.509705438720681,100,200
Geo,Geo 250 18.txt,250,75,0.8,147.03659917258477,134.3580811768267,6.663755820459381,100,200
Geo,Geo 250 18.txt,250,75,0.9,144.7160023758023,133.7019821335304,6.745216313183825,100,200
Ran,Ran 100 1.txt,100,10,0.1,73.0,68.63,2.091195830141214,100,200
Ran,Ran 100 1.txt,100,10,0.2,73.0,68.93,1.7219465729226329,100,200
Ran,Ran 100 1.txt,100,10,0.3,73.0,69.03,1.6337380450978058,100,200
Ran,Ran 100 1.txt,100,10,0.4,72.0,69.2,1.928730152198591,100,200
Ran,Ran 100 1.txt,100,10,0.5,73.0,69.28,1.4770240350109405,100,200
Ran,Ran 100 1.txt,100,10,0.6,73.0,69.06,1.8645106596638163,100,200
Ran,Ran 100 1.txt,100,10,0.7,73.0,69.19,1.7759222955974172,100,200
Ran,Ran 100 1.txt,100,10,0.8,73.0,69.28,1.6975276139138356,100,200
Ran,Ran 100 1.txt,100,10,0.9,73.0,69.15,1.8020821290940099,100,200
Ran,Ran 100 10.txt,100,10,0.1,73.0,69.26,2.243301138946798,100,200
Ran,Ran 100 10.txt,100,10,0.2,74.0,69.62,1.9171854370404549,100,200
Ran,Ran 100 10.txt,100,10,0.3,73.0,69.71,1.6869795493721909,100,200
Ran,Ran 100 10.txt,100,10,0.4,74.0,69.88,1.644870815596167,100,200
Ran,Ran 100 10.txt,100,10,0.5,75.0,69.94,1.9226024029944413,100,200
Ran,Ran 100 10.txt,100,10,0.6,75.0,70.06,2.009079391164023,100,200
Ran,Ran 100 10.txt,100,10,0.7,74.0,69.84,1.820549367636044,100,200
Ran,Ran 100 10.txt,100,10,0.8,75.0,69.79,1.9198697872512083,100,200
Ran,Ran 100 10.txt,100,10,0.9,73.0,69.71,1.6570757375569771,100,200
Ran,Ran 100 11.txt,100,10,0.1,74.0,69.06,2.1110187114282053,100,200
Ran,Ran 100 11.txt,100,10,0.2,74.0,68.93,1.5890563237343098,100,200
Ran,Ran 100 11.txt,100,10,0.3,73.0,68.94,1.8429324458590446,100,200
Ran,Ran 100 11.txt,100,10,0.4,73.0,69.16,1.901157542130583,100,200
Ran,Ran 100 11.txt,100,10,0.5,73.0,69.09,1.8335484722253732,100,200
Ran,Ran 100 11.txt,100,10,0.6,74.0,69.34,2.0110693672770217,100,200
Ran,Ran 100 11.txt,100,10,0.7,73.0,69.36,1.546091847207015,100,200
Ran,Ran 100 11.txt,100,10,0.8,74.0,69.19,1.8476742137076005,100,200
Ran,Ran 100 11.txt,100,10,0.9,74.0,69.54,1.8784035775093701,100,200
Ran,Ran 100 12.txt,100,10,0.1,72.0,68.77,1.6177453446077352,100,200
Ran,Ran 100 12.txt,100,10,0.2,72.0,69.29,1.6018426889054993,100,200
Ran,Ran 100 12.txt,100,10,0.3,73.0,69.26,1.5976232346833217,100,200
Ran,Ran 100 12.txt,100,10,0.4,74.0,69.46,1.7743731287415283,100,200
Ran,Ran 100 12.txt,100,10,0.5,73.0,69.37,1.8201922975334226,100,200
Ran,Ran 100 12.txt,100,10,0.6,72.0,69.54,1.5324490203592418,100,200
Ran,Ran 100 12.txt,100,10,0.7,73.0,69.35,1.7514279888136994,100,200
Ran,Ran 100 12.txt,100,10,0.8,73.0,69.35,1.6023420358962066,100,200
Ran,Ran 100 12.txt,100,10,0.9,73.0,69.59,1.588049117628293,100,200
Ran,Ran 100 13.txt,100,10,0.1,74.0,69.81,2.32247712582923,100,200
Ran,Ran 100 13.txt,100,10,0.2,74.0,69.51,2.3642969356660766,100,200
Ran,Ran 100 13.txt,100,10,0.3,74.0,69.52,2.5079074943067576,100,200
Ran,Ran 100 13.txt,100,10,0.4,74.0,69.73,2.1394158081121115,100,200
Ran,Ran 100 13.txt,100,10,0.5,74.0,69.72,2.2763128080296875,100,200
Ran,Ran 100 13.txt,100,10,0.6,77.0,69.71,2.187669993394799,100,200
Ran,Ran 100 13.txt,100,10,0.7,77.0,69.76,2.182292372712694,100,200
Ran,Ran 100 13.txt,100,10,0.8,77.0,70.22,2.617556112101515,100,200
Ran,Ran 100 13.txt,100,10,0.9,77.0,69.88,2.4219000805152966,100,200
Ran,Ran 100 14.txt,100,10,0.1,74.0,68.79,2.031231153758725,100,200
Ran,Ran 100 14.txt,100,10,0.2,74.0,68.11,2.111373960244845,100,200
Ran,Ran 100 14.txt,100,10,0.3,73.0,68.42,2.126875642815066,100,200
Ran,Ran 100 14.txt,100,10,0.4,74.0,69.02,1.902524638473836,100,200
Ran,Ran 100 14.txt,100,10,0.5,73.0,68.81,1.8530785196531743,100,200
Ran,Ran 100 14.txt,100,10,0.6,74.0,68.98,1.94411933790084,100,200
Ran,Ran 100 14.txt,100,10,0.7,73.0,68.71,1.976334991847283,100,200
Ran,Ran 100 14.txt,100,10,0.8,72.0,68.77,1.759857948812915,100,200
Ran,Ran 100 14.txt,100,10,0.9,72.0,68.99,1.8573906428104994,100,200
Ran,Ran 100 15.txt,100,10,0.1,74.0,69.84,2.086719914123599,100,200
Ran,Ran 100 15.txt,100,10,0.2,74.0,70.03,2.215648889151889,100,200
Ran,Ran 100 15.txt,100,10,0.3,74.0,69.95,1.991858428704209,100,200
Ran,Ran 100 15.txt,100,10,0.4,74.0,70.01,2.184010073236843,100,200
Ran,Ran 100 15.txt,100,10,0.5,74.0,69.89,2.0243270486756826,100,200
Ran,Ran 100 15.txt,100,10,0.6,74.0,70.22,2.179816506038983,100,200
Ran,Ran 100 15.txt,100,10,0.7,74.0,70.18,1.991883530731654,100,200
Ran,Ran 100 15.txt,100,10,0.8,74.0,70.29,1.7905027227010855,100,200
Ran,Ran 100 15.txt,100,10,0.9,73.0,69.88,1.856232744027537,100,200
Ran,Ran 100 16.txt,100,10,0.1,73.0,69.14,2.0494877408757537,100,200
Ran,Ran 100 16.txt,100,10,0.2,73.0,69.54,1.7344739836619054,100,200
Ran,Ran 100 16.txt,100,10,0.3,74.0,69.23,2.2174534944390603,100,200
Ran,Ran 100 16.txt,100,10,0.4,73.0,69.21,1.8936472744415735,100,200
Ran,Ran 100 16.txt,100,10,0.5,74.0,69.96,1.9794948850653795,100,200
Ran,Ran 100 16.txt,100,10,0.6,73.0,69.58,1.800999722376436,100,200
Ran,Ran 100 16.txt,100,10,0.7,73.0,69.87,1.968019308848366,100,200
Ran,Ran 100 16.txt,100,10,0.8,74.0,69.64,2.0025983121934363,100,200
Ran,Ran 100 16.txt,100,10,0.9,73.0,69.72,1.9752468200202222,100,200
Ran,Ran 100 17.txt,100,10,0.1,74.0,69.36,2.1284736315021617,100,200
Ran,Ran 100 17.txt,100,10,0.2,74.0,69.11,2.0341828826337123,100,200
Ran,Ran 100 17.txt,100,10,0.3,74.0,69.13,2.0816099538578308,100,200
Ran,Ran 100 17.txt,100,10,0.4,74.0,69.65,2.0706279240848655,100,200
Ran,Ran 100 17.txt,100,10,0.5,73.0,69.04,1.9591835034013532,100,200
Ran,Ran 100 17.txt,100,10,0.6,74.0,69.69,1.6413104520473876,100,200
Ran,Ran 100 17.txt,100,10,0.7,74.0,69.29,2.0263020505344214,100,200
Ran,Ran 100 17.txt,100,10,0.8,74.0,69.48,1.9823218709382187,100,200
Ran,Ran 100 17.txt,100,10,0.9,74.0,69.49,1.8681274046488372,100,200
Ran,Ran 100 18.txt,100,10,0.1,73.0,69.23,1.8913222887704781,100,200
Ran,Ran 100 18.txt,100,10,0.2,73.0,69.25,1.5124483462254175,100,200
Ran,Ran 100 18.txt,100,10,0.3,73.0,69.12,1.6509391266791154,100,200
Ran,Ran 100 18.txt,100,10,0.4,73.0,69.33,1.9751202495038118,100,200
Ran,Ran 100 18.txt,100,10,0.5,73.0,69.39,1.8049653736290898,100,200
Ran,Ran 100 18.txt,100,10,0.6,73.0,69.47,1.9414170082699904,100,200
Ran,Ran 100 18.txt,100,10,0.7,73.0,69.32,1.8701871564097536,100,200
Ran,Ran 100 18.txt,100,10,0.8,73.0,69.45,1.6695807857064,100,200
Ran,Ran 100 18.txt,100,10,0.9,73.0,69.69,1.6893489870361305,100,200
Ran,Ran 100 1.txt,100,30,0.1,54.0,53.06,0.4651881339845203,100,200
Ran,Ran 100 1.txt,100,30,0.2,54.0,53.09,0.2861817604250837,100,200
Ran,Ran 100 1.txt,100,30,0.3,54.0,53.05,0.4092676385936225,100,200
Ran,Ran 100 1.txt,100,30,0.4,54.0,53.06,0.3411744421846396,100,200
Ran,Ran 100 1.txt,100,30,0.5,54.0,53.12,0.4069397989875161,100,200
Ran,Ran 100 1.txt,100,30,0.6,54.0,53.11,0.3973663297261105,100,200
Ran,Ran 100 1.txt,100,30,0.7,54.0,53.08,0.33704599092705434,100,200
Ran,Ran 100 1.txt,100,30,0.8,54.0,53.07,0.2917190429162964,100,200
Ran,Ran 100 1.txt,100,30,0.9,54.0,53.18,0.3841874542459709,100,200
Ran,Ran 100 10.txt,100,30,0.1,55.0,54.37,0.5413871073455665,100,200
Ran,Ran 100 10.txt,100,30,0.2,55.0,54.3,0.5385164807134504,100,200
Ran,Ran 100 10.txt,100,30,0.3,55.0,54.39,0.5982474404458409,100,200
Ran,Ran 100 10.txt,100,30,0.4,55.0,54.46,0.5180733538795448,100,200
Ran,Ran 100 10.txt,100,30,0.5,55.0,54.3,0.5916079783099616,100,200
Ran,Ran 100 10.txt,100,30,0.6,55.0,54.48,0.5381449618829484,100,200
Ran,Ran 100 10.txt,100,30,0.7,55.0,54.41,0.4918333050943175,100,200
Ran,Ran 100 10.txt,100,30,0.8,55.0,54.41,0.5309425580983314,100,200
Ran,Ran 100 10.txt,100,30,0.9,55.0,54.48,0.5381449618829484,100,200
Ran,Ran 100 11.txt,100,30,0.1,54.0,53.27,0.4659399102888698,100,200
Ran,Ran 100 11.txt,100,30,0.2,54.0,53.3,0.458257569495584,100,200
Ran,Ran 100 11.txt,100,30,0.3,54.0,53.32,0.4874423042781576,100,200
Ran,Ran 100 11.txt,100,30,0.4,54.0,53.29,0.47528938553264577,100,200
Ran,Ran 100 11.txt,100,30,0.5,54.0,53.44,0.5161395160225576,100,200
Ran,Ran 100 11.txt,100,30,0.6,54.0,53.45,0.51720402163943,100,200
Ran,Ran 100 11.txt,100,30,0.7,54.0,53.48,0.49959983987187184,100,200
Ran,Ran 100 11.txt,100,30,0.8,54.0,53.41,0.4918333050943175,100,200
Ran,Ran 100 11.txt,100,30,0.9,54.0,53.42,0.4935585071701226,100,200
Ran,Ran 100 12.txt,100,30,0.1,55.0,53.95,0.3570714214271425,100,200
Ran,Ran 100 12.txt,100,30,0.2,55.0,53.91,0.37669616403674727,100,200
Ran,Ran 100 12.txt,100,30,0.3,55.0,53.91,0.4918333050943175,100,200
Ran,Ran 100 12.txt,100,30,0.4,55.0,53.87,0.4394314508543966,100,200
Ran,Ran 100 12.txt,100,30,0.5,55.0,53.99,0.45814844755821227,100,200
Ran,Ran 100 12.txt,100,30,0.6,55.0,53.91,0.37669616403674727,100,200
Ran,Ran 100 12.txt,100,30,0.7,55.0,54.0,0.2449489742783178,100,200
Ran,Ran 100 12.txt,100,30,0.8,55.0,53.94,0.36932370625238775,100,200
Ran,Ran 100 12.txt,100,30,0.9,55.0,54.02,0.34583232931581165,100,200
Ran,Ran 100 13.txt,100,30,0.1,55.0,53.5,0.5744562646538028,100,200
Ran,Ran 100 13.txt,100,30,0.2,55.0,53.38,0.5963220606350229,100,200
Ran,Ran 100 13.txt,100,30,0.3,54.0,53.41,0.5117616632769594,100,200
Ran,Ran 100 13.txt,100,30,0.4,54.0,53.39,0.5078385570237849,100,200
Ran,Ran 100 13.txt,100,30,0.5,55.0,53.49,0.5743692192309752,100,200
Ran,Ran 100 13.txt,100,30,0.6,55.0,53.54,0.5180733538795448,100,200
Ran,Ran 100 13.txt,100,30,0.7,55.0,53.58,0.5509990925582364,100,200
Ran,Ran 100 13.txt,100,30,0.8,55.0,53.65,0.49749371855331,100,200
Ran,Ran 100 13.txt,100,30,0.9,55.0,53.55,0.51720402163943,100,200
Ran,Ran 100 14.txt,100,30,0.1,55.0,53.99,0.4998999899979995,100,200
Ran,Ran 100 14.txt,100,30,0.2,55.0,54.0,0.5099019513592785,100,200
Ran,Ran 100 14.txt,100,30,0.3,55.0,53.99,0.45814844755821227,100,200
Ran,Ran 100 14.txt,100,30,0.4,55.0,53.99,0.41218927691049895,100,200
Ran,Ran 100 14.txt,100,30,0.5,55.0,54.03,0.47864391775097276,100,200
Ran,Ran 100 14.txt,100,30,0.6,55.0,54.02,0.4894895300208167,100,200
Ran,Ran 100 14.txt,100,30,0.7,55.0,54.09,0.42649736224272244,100,200
Ran,Ran 100 14.txt,100,30,0.8,55.0,54.04,0.397994974842648,100,200
Ran,Ran 100 14.txt,100,30,0.9,55.0,54.18,0.5173006862551025,100,200
Ran,Ran 100 15.txt,100,30,0.1,55.0,54.07,0.6042350536008317,100,200
Ran,Ran 100 15.txt,100,30,0.2,55.0,54.2,0.6,100,200
Ran,Ran 100 15.txt,100,30,0.3,55.0,54.26,0.576541412215983,100,200
Ran,Ran 100 15.txt,100,30,0.4,55.0,54.26,0.5589275444992848,100,200
Ran,Ran 100 15.txt,100,30,0.5,55.0,54.26,0.540740233383831,100,200
Ran,Ran 100 15.txt,100,30,0.6,55.0,54.35,0.5545268253204708,100,200
Ran,Ran 100 15.txt,100,30,0.7,55.0,54.31,0.5948949487094339,100,200
Ran,Ran 100 15.txt,100,30,0.8,55.0,54.3,0.5744562646538028,100,200
Ran,Ran 100 15.txt,100,30,0.9,55.0,54.36,0.5571355310873648,100,200
Ran,Ran 100 16.txt,100,30,0.1,54.0,53.64,0.5003998401278722,100,200
Ran,Ran 100 16.txt,100,30,0.2,55.0,53.86,0.5295280917949491,100,200
Ran,Ran 100 16.txt,100,30,0.3,55.0,53.71,0.5530822723609933,100,200
Ran,Ran 100 16.txt,100,30,0.4,55.0,53.75,0.5722761571129799,100,200
Ran,Ran 100 16.txt,100,30,0.5,55.0,53.93,0.5523585791856591,100,200
Ran,Ran 100 16.txt,100,30,0.6,55.0,53.82,0.5173006862551025,100,200
Ran,Ran 100 16.txt,100,30,0.7,55.0,53.89,0.5271622141238881,100,200
Ran,Ran 100 16.txt,100,30,0.8,55.0,53.96,0.5462600113499065,100,200
Ran,Ran 100 16.txt,100,30,0.9,55.0,53.89,0.4877499359302879,100,200
Ran,Ran 100 17.txt,100,30,0.1,55.0,53.39,0.5271622141238881,100,200
Ran,Ran 100 17.txt,100,30,0.2,54.0,53.42,0.4935585071701226,100,200
Ran,Ran 100 17.txt,100,30,0.3,55.0,53.4,0.5099019513592785,100,200
Ran,Ran 100 17.txt,100,30,0.4,54.0,53.4,0.4898979485566356,100,200
Ran,Ran 100 17.txt,100,30,0.5,54.0,53.46,0.4983974317750845,100,200
Ran,Ran 100 17.txt,100,30,0.6,54.0,53.43,0.49507575177946256,100,200
Ran,Ran 100 17.txt,100,30,0.7,55.0,53.5,0.5196152422706631,100,200
Ran,Ran 100 17.txt,100,30,0.8,54.0,53.52,0.49959983987187184,100,200
Ran,Ran 100 17.txt,100,30,0.9,54.0,53.54,0.4983974317750845,100,200
Ran,Ran 100 18.txt,100,30,0.1,55.0,53.58,0.5325410782277739,100,200
Ran,Ran 100 18.txt,100,30,0.2,54.0,53.54,0.5180733538795448,100,200
Ran,Ran 100 18.txt,100,30,0.3,55.0,53.65,0.49749371855331,100,200
Ran,Ran 100 18.txt,100,30,0.4,55.0,53.66,0.5332916650389353,100,200
Ran,Ran 100 18.txt,100,30,0.5,55.0,53.73,0.5070502933634887,100,200
Ran,Ran 100 18.txt,100,30,0.6,55.0,53.74,0.482078831727758,100,200
Ran,Ran 100 18.txt,100,30,0.7,55.0,53.8,0.4242640687119285,100,200
Ran,Ran 100 18.txt,100,30,0.8,55.0,53.88,0.49558046773455466,100,200
Ran,Ran 100 18.txt,100,30,0.9,55.0,53.96,0.44542114902640173,100,200
Ran,Ran 250 1.txt,250,25,0.1,60.0,57.87,0.7301369734508725,100,200
Ran,Ran 250 1.txt,250,25,0.2,60.0,57.99,0.6999285677838847,100,200
Ran,Ran 250 1.txt,250,25,0.3,60.0,57.97,0.6701492371106603,100,200
Ran,Ran 250 1.txt,250,25,0.4,60.0,58.07,0.7906326580656784,100,200
Ran,Ran 250 1.txt,250,25,0.5,59.0,58.02,0.6925315877272314,100,200
Ran,Ran 250 1.txt,250,25,0.6,60.0,57.98,0.7613146524269713,100,200
Ran,Ran 250 1.txt,250,25,0.7,60.0,58.05,0.7399324293474371,100,200
Ran,Ran 250 1.txt,250,25,0.8,60.0,58.23,0.7050531894828929,100,200
Ran,Ran 250 1.txt,250,25,0.9,60.0,58.14,0.7073895673530958,100,200
Ran,Ran 250 10.txt,250,25,0.1,59.0,57.62,0.79724525711979,100,200
Ran,Ran 250 10.txt,250,25,0.2,60.0,57.84,0.8452218643646175,100,200
Ran,Ran 250 10.txt,250,25,0.3,60.0,57.86,0.7351190379795642,100,200
Ran,Ran 250 10.txt,250,25,0.4,60.0,58.02,0.7997499609252882,100,200
Ran,Ran 250 10.txt,250,25,0.5,60.0,58.02,0.720832851637604,100,200
Ran,Ran 250 10.txt,250,25,0.6,60.0,58.06,0.7186097689288673,100,200
Ran,Ran 250 10.txt,250,25,0.7,59.0,58.05,0.5894913061275798,100,200
Ran,Ran 250 10.txt,250,25,0.8,60.0,58.25,0.6837397165588671,100,200
Ran,Ran 250 10.txt,250,25,0.9,60.0,58.04,0.7735631842325487,100,200
Ran,Ran 250 11.txt,250,25,0.1,60.0,57.95,0.792148975887743,100,200
Ran,Ran 250 11.txt,250,25,0.2,60.0,58.01,0.7809609465267774,100,200
Ran,Ran 250 11.txt,250,25,0.3,60.0,58.06,0.8464041587799531,100,200
Ran,Ran 250 11.txt,250,25,0.4,60.0,58.14,0.8487638069569178,100,200
Ran,Ran 250 11.txt,250,25,0.5,60.0,58.16,0.8912911982062877,100,200
Ran,Ran 250 11.txt,250,25,0.6,61.0,58.18,0.7922120928135343,100,200
Ran,Ran 250 11.txt,250,25,0.7,60.0,58.3,0.8544003745317531,100,200
Ran,Ran 250 11.txt,250,25,0.8,60.0,58.15,0.82915619758885,100,200
Ran,Ran 250 11.txt,250,25,0.9,60.0,58.24,0.708801805866774,100,200
Ran,Ran 250 12.txt,250,25,0.1,60.0,57.94,0.9676776322722356,100,200
