dataset,instance,n,m,frac,alpha,time_limit_s,runs,es_size,time_doing_grasp,best_es_of,best_global_of,relative_dev,is_best,avg_of,std_of
Ran,Ran 100 1.txt,100,10,0.1,0.1,15,3,10,0.6,73.0,73.0,0.0,1,73.0,0.0
Ran,Ran 100 1.txt,100,10,0.1,0.1,15,3,15,0.6,73.0,73.0,0.0,1,73.0,0.0
Ran,Ran 100 2.txt,100,10,0.1,0.1,15,3,5,0.6,75.0,75.0,0.0,1,75.0,0.0
Ran,Ran 100 2.txt,100,10,0.1,0.1,15,3,10,0.6,75.0,75.0,0.0,1,75.0,0.0
Ran,Ran 100 2.txt,100,10,0.1,0.1,15,3,15,0.6,75.0,75.0,0.0,1,75.0,0.0
Ran,Ran 100 3.txt,100,10,0.1,0.1,15,3,5,0.6,74.0,74.0,0.0,1,74.0,0.0
Ran,Ran 100 3.txt,100,10,0.1,0.1,15,3,10,0.6,74.0,74.0,0.0,1,74.0,0.0
Ran,Ran 100 3.txt,100,10,0.1,0.1,15,3,15,0.6,74.0,74.0,0.0,1,74.0,0.0
Ran,Ran 100 4.txt,100,10,0.1,0.1,15,3,5,0.6,74.0,74.0,0.0,1,74.0,0.0
Ran,Ran 100 4.txt,100,10,0.1,0.1,15,3,10,0.6,74.0,74.0,0.0,1,74.0,0.0
Ran,Ran 100 4.txt,100,10,0.1,0.1,15,3,15,0.6,74.0,74.0,0.0,1,74.0,0.0
Ran,Ran 100 5.txt,100,10,0.1,0.1,15,3,5,0.6,74.0,74.0,0.0,1,74.0,0.0
Ran,Ran 100 5.txt,100,10,0.1,0.1,15,3,10,0.6,74.0,74.0,0.0,1,74.0,0.0
Ran,Ran 100 5.txt,100,10,0.1,0.1,15,3,15,0.6,74.0,74.0,0.0,1,74.0,0.0
Ran,Ran 100 6.txt,100,10,0.1,0.1,15,3,5,0.6,74.0,74.0,0.0,1,74.0,0.0
Ran,Ran 100 6.txt,100,10,0.1,0.1,15,3,10,0.6,74.0,74.0,0.0,1,74.0,0.0
Ran,Ran 100 6.txt,100,10,0.1,0.1,15,3,15,0.6,74.0,74.0,0.0,1,74.0,0.0
Ran,Ran 100 7.txt,100,10,0.1,0.1,15,3,5,0.6,75.0,75.0,0.0,1,75.0,0.0
Ran,Ran 100 7.txt,100,10,0.1,0.1,15,3,10,0.6,75.0,75.0,0.0,1,75.0,0.0
Ran,Ran 100 7.txt,100,10,0.1,0.1,15,3,15,0.6,75.0,75.0,0.0,1,75.0,0.0
Ran,Ran 100 8.txt,100,10,0.1,0.1,15,3,5,0.6,74.0,74.0,0.0,1,74.0,0.0
Ran,Ran 100 8.txt,100,10,0.1,0.1,15,3,10,0.6,74.0,74.0,0.0,1,74.0,0.0
Ran,Ran 100 8.txt,100,10,0.1,0.1,15,3,15,0.6,74.0,74.0,0.0,1,74.0,0.0
Ran,Ran 100 9.txt,100,10,0.1,0.1,15,3,5,0.6,74.0,74.0,0.0,1,74.0,0.0
Ran,Ran 100 9.txt,100,10,0.1,0.1,15,3,10,0.6,74.0,74.0,0.0,1,74.0,0.0
Ran,Ran 100 9.txt,100,10,0.1,0.1,15,3,15,0.6,74.0,74.0,0.0,1,74.0,0.0
Ran,Ran 100 10.txt,100,10,0.1,0.1,15,3,5,0.6,75.0,75.0,0.0,1,75.0,0.0
Ran,Ran 100 10.txt,100,10,0.1,0.1,15,3,10,0.6,75.0,75.0,0.0,1,75.0,0.0
Ran,Ran 100 10.txt,100,10,0.1,0.1,15,3,15,0.6,75.0,75.0,0.0,1,75.0,0.0
Ran,Ran 100 11.txt,100,30,0.3,0.1,15,3,5,0.6,54.0,54.0,0.0,1,54.0,0.0
Ran,Ran 100 11.txt,100,30,0.3,0.1,15,3,10,0.6,54.0,54.0,0.0,1,54.0,0.0
Ran,Ran 100 11.txt,100,30,0.3,0.1,15,3,15,0.6,54.0,54.0,0.0,1,54.0,0.0
Ran,Ran 100 12.txt,100,30,0.3,0.1,15,3,5,0.6,55.0,55.0,0.0,1,55.0,0.0
Ran,Ran 100 12.txt,100,30,0.3,0.1,15,3,10,0.6,55.0,55.0,0.0,1,55.0,0.0
Ran,Ran 100 12.txt,100,30,0.3,0.1,15,3,15,0.6,55.0,55.0,0.0,1,55.0,0.0
Ran,Ran 100 13.txt,100,30,0.3,0.1,15,3,5,0.6,55.0,55.0,0.0,1,55.0,0.0
Ran,Ran 100 13.txt,100,30,0.3,0.1,15,3,10,0.6,55.0,55.0,0.0,1,55.0,0.0
Ran,Ran 100 13.txt,100,30,0.3,0.1,15,3,15,0.6,55.0,55.0,0.0,1,55.0,0.0
Ran,Ran 100 14.txt,100,30,0.3,0.1,15,3,5,0.6,55.0,55.0,0.0,1,55.0,0.0
Ran,Ran 100 14.txt,100,30,0.3,0.1,15,3,10,0.6,55.0,55.0,0.0,1,55.0,0.0
Ran,Ran 100 14.txt,100,30,0.3,0.1,15,3,15,0.6,55.0,55.0,0.0,1,55.0,0.0
Ran,Ran 100 15.txt,100,30,0.3,0.1,15,3,5,0.6,55.0,55.0,0.0,1,55.0,0.0
Ran,Ran 100 15.txt,100,30,0.3,0.1,15,3,10,0.6,55.0,55.0,0.0,1,55.0,0.0
Ran,Ran 100 15.txt,100,30,0.3,0.1,15,3,15,0.6,55.0,55.0,0.0,1,55.0,0.0
Ran,Ran 100 16.txt,100,30,0.3,0.1,15,3,5,0.6,55.0,55.0,0.0,1,55.0,0.0
Ran,Ran 100 16.txt,100,30,0.3,0.1,15,3,10,0.6,55.0,55.0,0.0,1,55.0,0.0
Ran,Ran 100 16.txt,100,30,0.3,0.1,15,3,15,0.6,55.0,55.0,0.0,1,55.0,0.0
Ran,Ran 100 17.txt,100,30,0.3,0.1,15,3,5,0.6,55.0,55.0,0.0,1,55.0,0.0
Ran,Ran 100 17.txt,100,30,0.3,0.1,15,3,10,0.6,55.0,55.0,0.0,1,55.0,0.0
Ran,Ran 100 17.txt,100,30,0.3,0.1,15,3,15,0.6,55.0,55.0,0.0,1,54.666666666666664,0.4714045207910317
Ran,Ran 100 18.txt,100,30,0.3,0.1,15,3,5,0.6,55.0,55.0,0.0,1,55.0,0.0
Ran,Ran 100 18.txt,100,30,0.3,0.1,15,3,10,0.6,55.0,55.0,0.0,1,55.0,0.0
Ran,Ran 100 18.txt,100,30,0.3,0.1,15,3,15,0.6,55.0,55.0,0.0,1,55.0,0.0
Ran,Ran 100 19.txt,100,30,0.3,0.1,15,3,5,0.6,55.0,55.0,0.0,1,55.0,0.0
Ran,Ran 100 19.txt,100,30,0.3,0.1,15,3,10,0.6,55.0,55.0,0.0,1,55.0,0.0
Ran,Ran 100 19.txt,100,30,0.3,0.1,15,3,15,0.6,55.0,55.0,0.0,1,55.0,0.0
Ran,Ran 100 20.txt,100,30,0.3,0.1,15,3,5,0.6,55.0,55.0,0.0,1,55.0,0.0
Ran,Ran 100 20.txt,100,30,0.3,0.1,15,3,10,0.6,55.0,55.0,0.0,1,55.0,0.0
Ran,Ran 100 20.txt,100,30,0.3,0.1,15,3,15,0.6,55.0,55.0,0.0,1,55.0,0.0
Ran,Ran 250 1.txt,250,25,0.1,0.1,15,3,5,0.6,60.0,60.0,0.0,1,60.0,0.0
Ran,Ran 250 1.txt,250,25,0.1,0.1,15,3,10,0.6,60.0,60.0,0.0,1,60.0,0.0
Ran,Ran 250 1.txt,250,25,0.1,0.1,15,3,15,0.6,60.0,60.0,0.0,1,60.0,0.0
Ran,Ran 250 2.txt,250,25,0.1,0.1,15,3,5,0.6,60.0,60.0,0.0,1,60.0,0.0
Ran,Ran 250 2.txt,250,25,0.1,0.1,15,3,10,0.6,60.0,60.0,0.0,1,60.0,0.0
Ran,Ran 250 2.txt,250,25,0.1,0.1,15,3,15,0.6,60.0,60.0,0.0,1,60.0,0.0
Ran,Ran 250 3.txt,250,25,0.1,0.1,15,3,5,0.6,61.0,61.0,0.0,1,60.333333333333336,0.4714045207910317
Ran,Ran 250 3.txt,250,25,0.1,0.1,15,3,10,0.6,61.0,61.0,0.0,1,61.0,0.0
Ran,Ran 250 3.txt,250,25,0.1,0.1,15,3,15,0.6,61.0,61.0,0.0,1,60.666666666666664,0.4714045207910317
Ran,Ran 250 4.txt,250,25,0.1,0.1,15,3,5,0.6,60.0,60.0,0.0,1,60.0,0.0
Ran,Ran 250 4.txt,250,25,0.1,0.1,15,3,10,0.6,60.0,60.0,0.0,1,60.0,0.0
Ran,Ran 250 4.txt,250,25,0.1,0.1,15,3,15,0.6,60.0,60.0,0.0,1,59.666666666666664,0.4714045207910317
Ran,Ran 250 5.txt,250,25,0.1,0.1,15,3,5,0.6,60.0,61.0,0.01639344262295082,0,60.0,0.0
Ran,Ran 250 5.txt,250,25,0.1,0.1,15,3,10,0.6,61.0,61.0,0.0,1,60.333333333333336,0.4714045207910317
Ran,Ran 250 5.txt,250,25,0.1,0.1,15,3,15,0.6,61.0,61.0,0.0,1,60.333333333333336,0.4714045207910317
Ran,Ran 250 6.txt,250,25,0.1,0.1,15,3,5,0.6,60.0,61.0,0.01639344262295082,0,60.0,0.0
Ran,Ran 250 6.txt,250,25,0.1,0.1,15,3,10,0.6,61.0,61.0,0.0,1,60.666666666666664,0.4714045207910317
Ran,Ran 250 6.txt,250,25,0.1,0.1,15,3,15,0.6,60.0,61.0,0.01639344262295082,0,60.0,0.0
Ran,Ran 250 7.txt,250,25,0.1,0.1,15,3,5,0.6,60.0,61.0,0.01639344262295082,0,60.0,0.0
Ran,Ran 250 7.txt,250,25,0.1,0.1,15,3,10,0.6,60.0,61.0,0.01639344262295082,0,60.0,0.0
Ran,Ran 250 7.txt,250,25,0.1,0.1,15,3,15,0.6,61.0,61.0,0.0,1,60.333333333333336,0.4714045207910317
Ran,Ran 250 8.txt,250,25,0.1,0.1,15,3,5,0.6,60.0,61.0,0.01639344262295082,0,60.0,0.0
Ran,Ran 250 8.txt,250,25,0.1,0.1,15,3,10,0.6,61.0,61.0,0.0,1,60.333333333333336,0.4714045207910317
Ran,Ran 250 8.txt,250,25,0.1,0.1,15,3,15,0.6,61.0,61.0,0.0,1,60.333333333333336,0.4714045207910317
Ran,Ran 250 9.txt,250,25,0.1,0.1,15,3,5,0.6,60.0,60.0,0.0,1,59.666666666666664,0.4714045207910317
Ran,Ran 250 9.txt,250,25,0.1,0.1,15,3,10,0.6,60.0,60.0,0.0,1,60.0,0.0
Ran,Ran 250 9.txt,250,25,0.1,0.1,15,3,15,0.6,60.0,60.0,0.0,1,60.0,0.0
Ran,Ran 250 10.txt,250,25,0.1,0.1,15,3,5,0.6,60.0,60.0,0.0,1,60.0,0.0
Ran,Ran 250 10.txt,250,25,0.1,0.1,15,3,10,0.6,60.0,60.0,0.0,1,60.0,0.0
Ran,Ran 250 10.txt,250,25,0.1,0.1,15,3,15,0.6,60.0,60.0,0.0,1,59.666666666666664,0.4714045207910317
Ran,Ran 250 11.txt,250,75,0.3,0.1,15,3,5,0.6,51.0,52.0,0.019230769230769232,0,51.0,0.0
Ran,Ran 250 11.txt,250,75,0.3,0.1,15,3,10,0.6,52.0,52.0,0.0,1,51.333333333333336,0.4714045207910317
Ran,Ran 250 11.txt,250,75,0.3,0.1,15,3,15,0.6,51.0,52.0,0.019230769230769232,0,51.0,0.0
Ran,Ran 250 12.txt,250,75,0.3,0.1,15,3,5,0.6,51.0,51.0,0.0,1,51.0,0.0
Ran,Ran 250 12.txt,250,75,0.3,0.1,15,3,10,0.6,51.0,51.0,0.0,1,51.0,0.0
Ran,Ran 250 12.txt,250,75,0.3,0.1,15,3,15,0.6,51.0,51.0,0.0,1,51.0,0.0
Ran,Ran 250 13.txt,250,75,0.3,0.1,15,3,5,0.6,51.0,51.0,0.0,1,51.0,0.0
Ran,Ran 250 13.txt,250,75,0.3,0.1,15,3,10,0.6,51.0,51.0,0.0,1,51.0,0.0
Ran,Ran 250 13.txt,250,75,0.3,0.1,15,3,15,0.6,51.0,51.0,0.0,1,51.0,0.0
Ran,Ran 250 14.txt,250,75,0.3,0.1,15,3,5,0.6,51.0,51.0,0.0,1,51.0,0.0
Ran,Ran 250 14.txt,250,75,0.3,0.1,15,3,10,0.6,51.0,51.0,0.0,1,51.0,0.0
Ran,Ran 250 14.txt,250,75,0.3,0.1,15,3,15,0.6,51.0,51.0,0.0,1,51.0,0.0
Ran,Ran 250 15.txt,250,75,0.3,0.1,15,3,5,0.6,51.0,51.0,0.0,1,51.0,0.0
Ran,Ran 250 15.txt,250,75,0.3,0.1,15,3,10,0.6,51.0,51.0,0.0,1,51.0,0.0
Ran,Ran 250 15.txt,250,75,0.3,0.1,15,3,15,0.6,51.0,51.0,0.0,1,51.0,0.0
Ran,Ran 250 16.txt,250,75,0.3,0.1,15,3,5,0.6,51.0,51.0,0.0,1,51.0,0.0
Ran,Ran 250 16.txt,250,75,0.3,0.1,15,3,10,0.6,51.0,51.0,0.0,1,51.0,0.0
Ran,Ran 250 16.txt,250,75,0.3,0.1,15,3,15,0.6,51.0,51.0,0.0,1,51.0,0.0
Ran,Ran 250 17.txt,250,75,0.3,0.1,15,3,5,0.6,51.0,52.0,0.019230769230769232,0,51.0,0.0
Ran,Ran 250 17.txt,250,75,0.3,0.1,15,3,10,0.6,52.0,52.0,0.0,1,51.666666666666664,0.4714045207910317
Ran,Ran 250 17.txt,250,75,0.3,0.1,15,3,15,0.6,51.0,52.0,0.019230769230769232,0,51.0,0.0
Ran,Ran 250 18.txt,250,75,0.3,0.1,15,3,5,0.6,51.0,51.0,0.0,1,51.0,0.0
Ran,Ran 250 18.txt,250,75,0.3,0.1,15,3,10,0.6,51.0,51.0,0.0,1,51.0,0.0
Ran,Ran 250 18.txt,250,75,0.3,0.1,15,3,15,0.6,51.0,51.0,0.0,1,51.0,0.0
Ran,Ran 250 19.txt,250,75,0.3,0.1,15,3,5,0.6,51.0,51.0,0.0,1,51.0,0.0
Ran,Ran 250 19.txt,250,75,0.3,0.1,15,3,10,0.6,51.0,51.0,0.0,1,51.0,0.0
Ran,Ran 250 19.txt,250,75,0.3,0.1,15,3,15,0.6,51.0,51.0,0.0,1,51.0,0.0
Ran,Ran 250 20.txt,250,75,0.3,0.1,15,3,5,0.6,51.0,52.0,0.019230769230769232,0,51.0,0.0
Ran,Ran 250 20.txt,250,75,0.3,0.1,15,3,10,0.6,52.0,52.0,0.0,1,51.333333333333336,0.4714045207910317
Ran,Ran 250 20.txt,250,75,0.3,0.1,15,3,15,0.6,51.0,52.0,0.019230769230769232,0,51.0,0.0
Ran,Ran 500 1.txt,500,50,0.1,0.1,15,3,5,0.6,54.0,55.0,0.01818181818181818,0,54.0,0.0
Ran,Ran 500 1.txt,500,50,0.1,0.1,15,3,10,0.6,54.0,55.0,0.01818181818181818,0,54.0,0.0
Ran,Ran 500 1.txt,500,50,0.1,0.1,15,3,15,0.6,55.0,55.0,0.0,1,54.333333333333336,0.4714045207910317
Ran,Ran 500 2.txt,500,50,0.1,0.1,15,3,5,0.6,54.0,55.0,0.01818181818181818,0,54.0,0.0
Ran,Ran 500 2.txt,500,50,0.1,0.1,15,3,10,0.6,54.0,55.0,0.01818181818181818,0,54.0,0.0
Ran,Ran 500 2.txt,500,50,0.1,0.1,15,3,15,0.6,55.0,55.0,0.0,1,54.333333333333336,0.4714045207910317
Ran,Ran 500 3.txt,500,50,0.1,0.1,15,3,5,0.6,54.0,54.0,0.0,1,54.0,0.0
Ran,Ran 500 3.txt,500,50,0.1,0.1,15,3,10,0.6,54.0,54.0,0.0,1,54.0,0.0
Ran,Ran 500 3.txt,500,50,0.1,0.1,15,3,15,0.6,54.0,54.0,0.0,1,54.0,0.0
Ran,Ran 500 4.txt,500,50,0.1,0.1,15,3,5,0.6,54.0,54.0,0.0,1,54.0,0.0
Ran,Ran 500 4.txt,500,50,0.1,0.1,15,3,10,0.6,54.0,54.0,0.0,1,54.0,0.0
Ran,Ran 500 4.txt,500,50,0.1,0.1,15,3,15,0.6,54.0,54.0,0.0,1,54.0,0.0
Ran,Ran 500 5.txt,500,50,0.1,0.1,15,3,5,0.6,54.0,55.0,0.01818181818181818,0,54.0,0.0
Ran,Ran 500 5.txt,500,50,0.1,0.1,15,3,10,0.6,55.0,55.0,0.0,1,54.333333333333336,0.4714045207910317
Ran,Ran 500 5.txt,500,50,0.1,0.1,15,3,15,0.6,54.0,55.0,0.01818181818181818,0,54.0,0.0
Ran,Ran 500 6.txt,500,50,0.1,0.1,15,3,5,0.6,54.0,55.0,0.01818181818181818,0,54.0,0.0
Ran,Ran 500 6.txt,500,50,0.1,0.1,15,3,10,0.6,55.0,55.0,0.0,1,54.333333333333336,0.4714045207910317
Ran,Ran 500 6.txt,500,50,0.1,0.1,15,3,15,0.6,54.0,55.0,0.01818181818181818,0,54.0,0.0
Ran,Ran 500 7.txt,500,50,0.1,0.1,15,3,5,0.6,54.0,54.0,0.0,1,54.0,0.0
Ran,Ran 500 7.txt,500,50,0.1,0.1,15,3,10,0.6,54.0,54.0,0.0,1,54.0,0.0
Ran,Ran 500 7.txt,500,50,0.1,0.1,15,3,15,0.6,54.0,54.0,0.0,1,54.0,0.0
Ran,Ran 500 8.txt,500,50,0.1,0.1,15,3,5,0.6,54.0,54.0,0.0,1,54.0,0.0
Ran,Ran 500 8.txt,500,50,0.1,0.1,15,3,10,0.6,54.0,54.0,0.0,1,54.0,0.0
Ran,Ran 500 8.txt,500,50,0.1,0.1,15,3,15,0.6,54.0,54.0,0.0,1,54.0,0.0
Ran,Ran 500 9.txt,500,50,0.1,0.1,15,3,5,0.6,55.0,55.0,0.0,1,54.333333333333336,0.4714045207910317
Ran,Ran 500 9.txt,500,50,0.1,0.1,15,3,10,0.6,55.0,55.0,0.0,1,54.666666666666664,0.4714045207910317
Ran,Ran 500 9.txt,500,50,0.1,0.1,15,3,15,0.6,55.0,55.0,0.0,1,54.333333333333336,0.4714045207910317
Ran,Ran 500 10.txt,500,50,0.1,0.1,15,3,5,0.6,54.0,55.0,0.01818181818181818,0,54.0,0.0
Ran,Ran 500 10.txt,500,50,0.1,0.1,15,3,10,0.6,54.0,55.0,0.01818181818181818,0,54.0,0.0
Ran,Ran 500 10.txt,500,50,0.1,0.1,15,3,15,0.6,55.0,55.0,0.0,1,54.333333333333336,0.4714045207910317
Ran,Ran 500 11.txt,500,150,0.3,0.1,15,3,5,0.6,4.0,4.0,0.0,1,4.0,0.0
Ran,Ran 500 11.txt,500,150,0.3,0.1,15,3,10,0.6,4.0,4.0,0.0,1,4.0,0.0
Ran,Ran 500 11.txt,500,150,0.3,0.1,15,3,15,0.6,4.0,4.0,0.0,1,4.0,0.0
Ran,Ran 500 12.txt,500,150,0.3,0.1,15,3,5,0.6,4.0,4.0,0.0,1,4.0,0.0
Ran,Ran 500 12.txt,500,150,0.3,0.1,15,3,10,0.6,4.0,4.0,0.0,1,4.0,0.0
Ran,Ran 500 12.txt,500,150,0.3,0.1,15,3,15,0.6,4.0,4.0,0.0,1,4.0,0.0
Ran,Ran 500 13.txt,500,150,0.3,0.1,15,3,5,0.6,4.0,4.0,0.0,1,4.0,0.0
Ran,Ran 500 13.txt,500,150,0.3,0.1,15,3,10,0.6,4.0,4.0,0.0,1,4.0,0.0
Ran,Ran 500 13.txt,500,150,0.3,0.1,15,3,15,0.6,4.0,4.0,0.0,1,4.0,0.0
Ran,Ran 500 14.txt,500,150,0.3,0.1,15,3,5,0.6,4.0,4.0,0.0,1,4.0,0.0
Ran,Ran 500 14.txt,500,150,0.3,0.1,15,3,10,0.6,4.0,4.0,0.0,1,4.0,0.0
Ran,Ran 500 14.txt,500,150,0.3,0.1,15,3,15,0.6,4.0,4.0,0.0,1,4.0,0.0
Ran,Ran 500 15.txt,500,150,0.3,0.1,15,3,5,0.6,4.0,4.0,0.0,1,4.0,0.0
Ran,Ran 500 15.txt,500,150,0.3,0.1,15,3,10,0.6,4.0,4.0,0.0,1,4.0,0.0
Ran,Ran 500 15.txt,500,150,0.3,0.1,15,3,15,0.6,4.0,4.0,0.0,1,4.0,0.0
Ran,Ran 500 16.txt,500,150,0.3,0.1,15,3,5,0.6,4.0,4.0,0.0,1,4.0,0.0
Ran,Ran 500 16.txt,500,150,0.3,0.1,15,3,10,0.6,4.0,4.0,0.0,1,4.0,0.0
Ran,Ran 500 16.txt,500,150,0.3,0.1,15,3,15,0.6,4.0,4.0,0.0,1,4.0,0.0
Ran,Ran 500 17.txt,500,150,0.3,0.1,15,3,5,0.6,4.0,4.0,0.0,1,4.0,0.0
Ran,Ran 500 17.txt,500,150,0.3,0.1,15,3,10,0.6,4.0,4.0,0.0,1,4.0,0.0
Ran,Ran 500 17.txt,500,150,0.3,0.1,15,3,15,0.6,4.0,4.0,0.0,1,4.0,0.0
Ran,Ran 500 18.txt,500,150,0.3,0.1,15,3,5,0.6,4.0,4.0,0.0,1,4.0,0.0
Ran,Ran 500 18.txt,500,150,0.3,0.1,15,3,10,0.6,4.0,4.0,0.0,1,4.0,0.0
Ran,Ran 500 18.txt,500,150,0.3,0.1,15,3,15,0.6,4.0,4.0,0.0,1,4.0,0.0
Ran,Ran 500 19.txt,500,150,0.3,0.1,15,3,5,0.6,4.0,4.0,0.0,1,4.0,0.0
Ran,Ran 500 19.txt,500,150,0.3,0.1,15,3,10,0.6,4.0,4.0,0.0,1,4.0,0.0
Ran,Ran 500 19.txt,500,150,0.3,0.1,15,3,15,0.6,4.0,4.0,0.0,1,4.0,0.0
Ran,Ran 500 20.txt,500,150,0.3,0.1,15,3,5,0.6,4.0,4.0,0.0,1,4.0,0.0
Ran,Ran 500 20.txt,500,150,0.3,0.1,15,3,10,0.6,4.0,4.0,0.0,1,4.0,0.0
Ran,Ran 500 20.txt,500,150,0.3,0.1,15,3,15,0.6,4.0,4.0,0.0,1,4.0,0.0
